,Adsorbent,D_H2(m^2/s),D_N2(m^2/s),P_H2(bar),P_N2(bar),q_H2(mol/kg),q_N2(mol/kg),Density(kg ads/m^3)
3137,MIMSIM_clean,2.46e-08,8.08e-09,6,2,5.034006433,0.608292903,1017.966676
3138,MIMSOS_clean,4.84e-08,1e-08,6,2,4.761640829,0.417080975,986.0746688
3139,MIMSUY_clean,4.78e-08,9.2e-09,6,2,4.818718956,0.411845475,975.0348637
3140,MIMVEJ_clean,8.66e-08,8.13e-09,6,2,5.964574585,0.877836373,1304.12173
3141,MINVOU_clean,7.21e-08,1.69e-08,6,2,13.88088543,0.170094557,1051.616909
3142,MINVOU01_clean,7.23e-08,1.8e-08,6,2,13.82185984,0.163452123,1051.616909
3143,MINVUA_SL,1.01e-07,3.49e-08,6,2,14.72148682,0.083315917,1041.895417
3144,MINVUA01_SL,1.09e-07,3.82e-08,6,2,14.72129199,0.083550061,1041.895417
3145,MIPHEA_clean,8.1e-08,1.71e-08,6,2,4.263735336,0.566257018,749.5154948
3146,MIQLII_clean,4.72e-08,2.98e-09,6,2,10.28742527,0.732995406,1292.592593
3147,MISQIQ_clean,4.62e-08,9.29e-09,6,2,1.437506086,0.236734648,2081.965983
3148,MISQIQ01_clean,4.47e-08,8.67e-09,6,2,1.426257733,0.226070902,2082.829091
3149,MISQIQ02_clean,3.64e-08,9.8e-09,6,2,1.437195553,0.232599649,2083.378739
3150,MISQIQ03_clean,4.13e-08,7.11e-09,6,2,1.427236165,0.227968677,2070.342587
3151,MISQIQ04_clean,3.83e-08,9.6e-09,6,2,1.444102723,0.236844026,2081.966732
3152,MISQIQ05_clean,3.53e-08,8.39e-09,6,2,1.433200106,0.229230298,2081.549784
3153,MISQIQ06_clean,3.94e-08,8.84e-09,6,2,1.434644652,0.229257956,2085.046729
3154,MISQIQ07_clean,4.09e-08,9.83e-09,6,2,1.440786175,0.230473689,2082.175486
3155,MITGOL_clean,2.62e-08,3.98e-09,6,2,4.747337787,0.059540376,2196.043809
3156,MITSAK_clean,7.65e-08,6.95e-09,6,2,12.22988188,0.674233408,1142.249754
3157,MITSUE_clean,7.38e-08,5.46e-09,6,2,12.07200136,0.654188947,1091.58543
3158,MIVFEE_clean,6.3e-08,2.18e-08,6,2,1.245861423,0.244002647,1389.875592
3159,MIVFOO_clean,1.41e-07,1.81e-08,6,2,1.403872705,0.282490429,1059.41293
3160,MIXBAY_clean,9.69e-08,7.85e-09,6,2,8.23917809,2.420700761,640.2997098
3161,MIXBEC_clean,9.69e-08,4.78e-09,6,2,8.430302571,2.732822287,643.2309636
3162,MIXBIG_auto,1.09e-07,8.39e-09,6,2,11.95249595,1.45747381,743.7106018
3163,MIXYID_clean,5.35e-08,4.84e-09,6,2,10.42153169,0.909137235,914.1047576
3164,MIXZOK_clean,1.27e-07,2.6e-08,6,2,7.252865516,1.042566878,452.8876775
3165,MIZKAI_clean,8.35e-09,2.69e-09,6,2,11.55791585,2.099493549,1319.249357
3166,MIZZOM_clean,5.95e-08,1.03e-09,6,2,7.804836608,5.105914466,2186.581447
3167,MOCKAR_clean,1.15e-07,1.15e-08,6,2,14.45517939,1.453705343,748.6106246
3168,MOCKEV_clean,1.08e-07,1.01e-08,6,2,13.01343776,1.247714358,767.8254951
3169,MODMIB_clean,4.84e-08,6.83e-09,6,2,0.606090681,0.082119628,1395.224411
3170,MODNOI_ion_b,2.99e-08,5.33e-09,6,2,0.503387769,0.083672899,1596.910117
3171,MODNUO_ion_b,2.84e-08,4.46e-09,6,2,0.540166542,0.081568533,1605.326477
3172,MOFBIU_clean,1.65e-08,7.67e-09,6,2,2.371835598,0.152819983,1351.532174
3173,MOFKUO_clean,5.69e-08,1.62e-08,6,2,1.175723804,0.275447107,775.2687623
3174,MOFLAV_clean,2.85e-08,1.16e-08,6,2,1.06405157,0.213428413,796.7049628
3175,MOKVOZ_clean,9.02e-08,5.14e-09,6,2,11.48473785,2.506252099,724.6082972
3176,MOLKAB_clean,4.27e-08,6.24e-09,6,2,7.646210607,0.341738336,1190.039844
3177,MOLQEL_clean,5.91e-08,1.02e-08,6,2,15.12717968,0.909402356,923.0090301
3178,MOMRIR_clean,1.42e-08,9e-10,6,2,4.432517698,0.801428565,1404.995496
3179,MOPKEJ_clean,1.65e-08,3.19e-09,6,2,2.812304324,0.340793713,1746.443597
3180,MOPQIT_clean,1.07e-08,1.5e-09,6,2,6.699889534,0.037941195,1336.882138
3181,MOQNUB_clean,2.8e-08,1.79e-08,6,2,4.216228213,0.081186194,1615.908365
3182,MORFEG_clean,1.1e-08,5.2e-10,6,2,3.050206438,0.63399977,1338.038345
3183,MORZID_clean,1.39e-08,6.17e-09,6,2,2.11505944,0.530826309,1832.191893
3184,MOSDUT_clean,5.13e-08,1.21e-08,6,2,2.012273627,0.365162478,1121.812819
3185,MOTMAK_clean,5.14e-08,1.32e-08,6,2,11.61655839,0.160860449,997.4575129
3186,MOVFOU_clean,4.63e-09,2.19e-09,6,2,3.014371819,0.184083,1260.554348
3187,MOXBOS_clean,6.57e-08,1.02e-08,6,2,4.713039018,0.705273183,1390.542873
3188,MOXKAN_clean,1.41e-08,3.36e-09,6,2,1.002379054,0.178785225,1492.605467
3189,MOXNIY_clean,1.45e-08,1.78e-09,6,2,5.439693263,0.728634746,1119.376614
3190,MOXNUJ_clean,6.7e-08,1.26e-08,6,2,2.717809756,0.215504503,746.0994618
3191,MOXNUK_clean,1.51e-08,1.13e-09,6,2,5.172553398,0.909586611,1194.148281
3192,MOXPAR_clean,5.85e-08,1.86e-09,6,2,9.885271996,3.718515821,1286.681457
3193,MOXPUL_clean,3.66e-08,7.71e-09,6,2,5.513646416,0.316782651,744.5168352
3194,MOYMET_clean,4.05e-08,1.07e-08,6,2,6.69361421,0.159867358,1001.870923
3195,MOYMUJ_clean,2.5e-08,6.06e-09,6,2,5.106816024,0.477799021,1113.591256
3196,MOYNIY_clean,6.35e-09,1.16e-09,6,2,4.174885175,0.289382408,1262.197777
3197,MOYTUR_clean,1.76e-08,6.98e-09,6,2,4.872911088,0.137440318,1435.157634
3198,MOYYEF_clean,7.32e-08,1.89e-08,6,2,10.28837245,0.593215117,950.2390392
3199,MOYYIJ_clean,4.36e-08,7.17e-09,6,2,8.752912538,1.135534517,730.5872252
3200,MUBZOA_auto,6.23e-08,1.2e-08,6,2,7.29615359,1.343895882,441.6330872
3201,MUBZUG_auto,4.2e-08,1.12e-08,6,2,7.545604438,1.353979641,469.4868905
3202,MUDLON_clean,4.61e-08,7.8e-09,6,2,7.265318742,1.320349242,628.4023485
3203,MUDTAH_clean,1.18e-07,4.28e-09,6,2,9.827883394,2.325540925,562.2272259
3204,MUDTEL_clean,1.23e-07,7.96e-09,6,2,10.0173113,2.340835046,559.2788509
3205,MUFZIY_clean,2.85e-08,4.41e-09,6,2,6.438620006,1.089585966,1297.48782
3206,MUGHED_clean,5.03e-08,1.48e-08,6,2,7.050953147,0.230790307,1441.000895
3207,MUGQAI_clean,1.29e-08,2.33e-09,6,2,1.201427789,0.289016684,1869.248676
3208,MUHNAG_clean,1.13e-08,3.22e-09,6,2,3.653520988,0.25393478,1403.367353
3209,MUHNUA_clean,5.88e-09,2.12e-09,6,2,1.530213284,0.344902725,1132.424357
3210,MUHPAI_clean,9.47e-09,1.1e-09,6,2,0.938625734,0.283534779,1522.204027
3211,MUJPUE_clean,2.25e-08,6.06e-09,6,2,2.606601845,0.237813962,1399.547992
3212,MUJRIT_clean,3.36e-08,6.39e-09,6,2,4.444883164,0.126921127,1306.457955
3213,MUKQUG_clean,6e-08,6.24e-09,6,2,13.06888999,2.077564682,820.0158307
3214,MUKRAN_clean,4.59e-08,3.16e-09,6,2,13.63987093,1.418004934,902.0129706
3215,MULQOA_clean,1.25e-07,1.6e-08,6,2,9.409309865,0.327750381,1292.174032
3216,MULXUO_clean,3.09e-08,5.16e-09,6,2,8.753190875,0.843688206,1333.32838
3217,MUMYAW_clean,1.06e-08,2.29e-09,6,2,0.186865259,0.040857703,1256.214151
3218,MUNDAC_clean,4.29e-08,7.72e-09,6,2,5.857002538,0.544853283,1372.807857
3219,MUNDEG_clean,7.96e-08,1.68e-08,6,2,4.886269376,0.600257066,869.8711409
3220,MUNDOQ_clean,8.57e-08,1.75e-08,6,2,4.891907258,0.629395215,845.7992509
3221,MUNNUF_clean,4.14e-08,7.04e-09,6,2,8.010435133,0.585046094,937.3815915
3222,MUNPAN_clean,6.79e-08,1.12e-08,6,2,8.16069044,0.501901138,851.3852451
3223,MUNPER_clean,4.9e-08,7.35e-09,6,2,8.029113062,0.518129965,918.011386
3224,MUPTAU_clean,1.98e-08,4.16e-09,6,2,2.407739343,0.207747892,1254.113887
3225,MUQSAU_clean,4.54e-08,9.43e-09,6,2,5.646625116,0.157874524,1191.865832
3226,MURCAD_clean,3.91e-08,6.34e-09,6,2,10.56445855,0.445901931,1187.527619
3227,MURCOR_clean,3.67e-08,1.37e-08,6,2,5.788698465,0.005906006,1584.366186
3228,MURFIQ_clean,2.05e-08,5.38e-09,6,2,0.566063722,0.090435445,1124.240331
3229,MURTUO_clean,2.64e-08,7.37e-09,6,2,3.156420732,0.012666654,1951.927588
3230,MUSCAG_clean,1.74e-08,9.92e-09,6,2,5.615069998,0.046542437,1350.702931
3231,MUSCIN_clean,5.62e-08,1.03e-08,6,2,8.777997746,0.26470422,993.1598503
3232,MUSSIE_clean,1.18e-08,4.12e-09,6,2,5.953578112,0.401704302,1232.66627
3233,MUTCEL_clean,2.09e-08,3.18e-09,6,2,7.350477345,0.946429267,998.1570535
3234,MUTDEM_clean,2.51e-08,5.99e-09,6,2,1.87558529,0.328064493,965.8976535
3235,MUTDIQ_clean,4.63e-08,7.77e-09,6,2,1.62220879,0.291214721,907.0919118
3236,MUTVUT_clean,2.17e-08,4.23e-09,6,2,1.521425105,0.144319552,1367.297583
3237,MUVGOA_clean,2.41e-08,4.14e-09,6,2,4.724055781,0.792925753,993.7645184
3238,MUVGUG_clean,3.01e-08,4.81e-09,6,2,4.853270383,0.977902683,980.2611222
3239,MUVHAN_clean,2.8e-08,5.83e-09,6,2,4.861553434,0.910335299,984.4459375
3240,MUVHER_clean,2.82e-08,5.26e-09,6,2,4.895746098,0.967708159,976.6489262
3241,MUVJAP_clean,8.48e-08,2.49e-08,6,2,6.236572353,0.053815998,1881.506398
3242,MUVJIX_clean,8.74e-08,2.54e-08,6,2,5.617849762,0.069545317,1425.889795
3243,MUVLUM_clean,6.6e-08,6.06e-09,6,2,9.829750064,0.372322925,1093.423918
3244,MUVROM_clean,1.08e-08,1.28e-09,6,2,6.097976919,0.637146545,1427.905829
3245,MUWQEB_clean,1.01e-07,4.08e-08,6,2,2.053427452,0.479496539,722.9477608
3246,MUWRON_clean,8.5e-08,7.64e-09,6,2,13.89809982,1.901418451,774.2682214
3247,MUZKAV_clean,1.81e-07,3.51e-08,6,2,4.258651119,0.771552145,403.3832362
3248,MUZVUA_clean,5.27e-08,9.46e-09,6,2,6.052042285,0.702186779,1051.953897
3249,NABMUA_clean,5.73e-08,1.86e-08,6,2,10.37578844,0.381773771,1119.379706
3250,NABMUA01_clean,6.33e-08,2.01e-08,6,2,10.41446885,0.380957388,1122.127549
3251,NACVUI_clean,2.58e-08,8.61e-09,6,2,3.503045674,0.488379069,1158.255173
3252,NACYAU_clean,7.2e-08,1.31e-08,6,2,6.62785436,1.163486415,588.0106698
3253,NACYOG_clean,3.07e-08,6.92e-09,6,2,4.690373064,0.38377671,1461.934039
3254,NACYUM_clean,3.48e-08,7.45e-09,6,2,4.67627905,0.388262288,1386.531148
3255,NAFSOF_clean,1.6e-07,3.33e-08,6,2,5.888990594,0.864863986,437.8259021
3256,NAGBUU_clean,3.7e-08,1.16e-08,6,2,3.340311606,0.074604115,1746.633164
3257,NAGQET_clean,1.59e-08,4.75e-09,6,2,1.753137758,0.341202607,1168.197476
3258,NAGQOD_clean,4.35e-08,1.11e-08,6,2,0.74550489,0.176944702,1163.855059
3259,NAHFIO_clean,2.47e-08,4.5e-09,6,2,2.815730794,0.435736513,1101.33117
3260,NAHHAI_clean,2.07e-08,6.13e-09,6,2,5.140674461,0.0650248,1679.39418
3261,NAHHOW_clean,9.26e-08,7.51e-09,6,2,13.34718672,1.852504201,762.7622993
3262,NAHNES_clean,9.86e-08,1.9e-08,6,2,6.981713141,0.502123759,578.7434308
3263,NAJQUN_clean,2.46e-08,3.07e-09,6,2,7.931719995,1.424238047,1229.306513
3264,NAJTEA_clean,4.91e-08,5.36e-09,6,2,9.431374627,1.708700872,1225.843338
3265,NAKLIW_clean,2.74e-08,3.21e-09,6,2,11.6614408,0.790544418,1159.175477
3266,NALWOO_clean,3.35e-08,5.76e-09,6,2,5.893173905,0.456651318,1026.343466
3267,NAMDUD_clean,2.49e-08,2.68e-09,6,2,10.33822469,2.531827272,771.4006593
3268,NANPUN_clean,9.23e-08,2.02e-08,6,2,0.67604993,0.151561244,1180.410155
3269,NANTII_clean,2.58e-07,3.73e-08,6,2,3.358674829,0.333171188,620.4174678
3270,NANYUX03_clean,6.07e-08,9.53e-09,6,2,13.21102074,0.283334778,1041.437972
3271,NAPNEA_clean,6.49e-09,7.15e-10,6,2,1.470345173,2.085134983,972.3310886
3272,NAPZOV_clean,7.62e-09,4.69e-09,6,2,5.152304922,0.096258477,1475.52724
3273,NAQLAT_clean,1.75e-08,2.07e-09,6,2,6.812912401,0.826275829,1242.320619
3274,NASREH_clean,5.78e-08,6.35e-09,6,2,13.38987625,2.223210766,836.5439684
3275,NASRIL_clean,6.43e-08,5.58e-09,6,2,12.82568511,2.211760219,851.7894738
3276,NASROR_clean,4.42e-08,5.11e-09,6,2,10.18307078,1.965385642,776.1694035
3277,NATFAS_clean,2.7e-08,1.65e-09,6,2,11.89668597,0.952723489,1348.093005
3278,NATHUO_clean,1.18e-08,1.21e-09,6,2,5.201952118,1.577431295,1076.164076
3279,NATKIF_clean,1.59e-07,2.78e-08,6,2,4.741939595,1.34581401,345.4577619
3280,NATKOL_clean,9.53e-08,1.84e-08,6,2,6.5899468,1.092096007,695.8346928
3281,NAVJAW_clean,8.96e-08,2.89e-08,6,2,10.81859899,0.042264417,1175.246158
3282,NAVJAW01_clean,7.87e-08,3.06e-08,6,2,10.28354712,0.036197132,1171.136093
3283,NAVLIG_clean,3.35e-08,9.03e-09,6,2,2.156113995,0.23407236,1162.221525
3284,NAWDUN_clean,6.53e-08,4.57e-09,6,2,9.487840517,2.237966747,842.6238728
3285,NAWKII_clean,1.48e-08,4.36e-09,6,2,13.06231416,1.509125268,947.9392717
3286,NAWWOA_clean,1.08e-08,1.69e-09,6,2,7.663089599,0.981255082,1115.021548
3287,NAWWUG_clean,1.99e-08,3.6e-09,6,2,8.333131457,0.269321462,1112.003542
3288,NAWXER_clean,9.69e-08,2.09e-08,6,2,11.19153144,1.341809001,665.0029495
3289,NAXKOO_clean,3.56e-07,6.09e-08,6,2,9.869409362,0.181255325,1182.680736
3290,NAXLII_clean,2.57e-08,6.53e-09,6,2,2.175926863,0.214862604,1230.550165
3291,NAYGUR_clean,6.12e-08,1.73e-08,6,2,1.413966754,0.310458699,745.8332172
3292,NAYHAY_clean,7.06e-08,1.24e-08,6,2,7.104670381,0.342127019,1045.735033
3293,NAYMOQ_clean,1.29e-08,2.58e-09,6,2,3.234051952,0.038772129,1209.720596
3294,NAYNIK_clean,2.73e-08,7.04e-09,6,2,0.223833818,0.044581883,1720.848286
3295,NAYPIM_clean,1.55e-08,3.12e-09,6,2,1.859355921,0.474151233,1683.430497
3296,NAYZOE_clean,1.1e-07,2.39e-08,6,2,7.762598444,0.827884674,498.9134348
3297,nchem.2258-s3_clean,8.16e-08,1.28e-08,6,2,7.322811994,1.272854928,548.2088165
3298,ncomms11831_ncomms11831-s2_clean,9e-09,1.96e-09,6,2,2.772678563,0.180130478,1570.401541
3299,ncomms11831_ncomms11831-s3_clean,1.87e-08,1.31e-08,6,2,2.424542802,0.150948336,1560.669575
3300,ncomms7350-s2_clean,5.01e-08,1.22e-08,6,2,0.860116166,0.210983166,1524.334397
3301,NEBNOZ_clean,4.5e-08,1.11e-08,6,2,5.416798436,0.368908459,1138.764762
3302,NEDVUP_clean,5.12e-08,9.31e-09,6,2,9.891602776,0.404112295,883.1728717
3303,NEDWAW_clean,6.47e-08,1.37e-08,6,2,10.01274496,0.324890953,756.1794285
3304,NEDWEA_clean,6.99e-08,1.2e-08,6,2,9.505215563,0.417718358,857.3057751
3305,NEDWIE_clean,1.09e-07,1.81e-08,6,2,6.769582106,0.365541458,682.7947942
3306,NEDXOL_clean,1.53e-08,5.43e-09,6,2,3.194162571,0.34772418,1198.680837
3307,NEFZOO_clean,7.95e-08,1.64e-08,6,2,5.059420787,1.393413077,1174.561675
3308,NEGZUW_clean,1.87e-08,4.29e-09,6,2,10.24399336,0.948720744,1406.005656
3309,NEHGEO_clean,6.41e-08,4.47e-09,6,2,6.323209777,0.734143704,1336.495228
3310,NEHGIS_clean,5.15e-08,3.65e-09,6,2,6.390561212,0.793863379,1344.471247
3311,NEHMET_clean,5.6e-08,1.03e-08,6,2,9.747065077,0.340408909,1334.014108
3312,NEHMUJ_clean,5.92e-09,2.75e-09,6,2,1.57212858,0.313017613,1332.699073
3313,NEHZIK_clean,6.17e-08,1.04e-08,6,2,4.242807068,0.165728577,1201.536702
3314,NEJRUR_clean,3.17e-08,4.41e-09,6,2,7.005863089,0.494048242,1239.388272
3315,NEJSAY_clean,2.64e-08,4.34e-09,6,2,7.430460852,0.495640393,1240.325388
3316,NEJSEC_clean,1.96e-08,2.72e-09,6,2,6.301787789,0.639099195,1242.540067
3317,NEJSOM_clean,3.9e-08,6.49e-09,6,2,7.815320748,0.866861451,1120.50707
3318,NEKBEL_clean,2.6e-08,5.29e-09,6,2,0.492079343,0.055337286,1601.24197
3319,NEKMUN_clean,1.14e-08,5.82e-09,6,2,8.262730913,0.37192321,1306.151556
3320,NELVAC_clean,5.91e-08,3.08e-09,6,2,3.112648496,1.059208738,1653.169085
3321,NELVEG_clean,3.02e-08,4.17e-09,6,2,2.938785359,0.803985608,1930.706716
3322,NENHAQ_clean,1.16e-07,1.93e-08,6,2,6.042670433,0.528029044,812.4859364
3323,NEPWIQ_clean,9.59e-09,2.02e-09,6,2,4.31859119,0.357121205,2145.570753
3324,NERMON_clean,4.06e-08,1.81e-08,6,2,2.278827534,0.008187311,1849.161834
3325,NERTAH_clean,1.79e-08,2.46e-09,6,2,2.016453834,0.314429842,1334.284437
3326,NERVAJ_clean,3.6e-08,7.62e-09,6,2,5.505568955,0.432573823,1012.799575
3327,NERVEN_clean,4.57e-08,9.39e-09,6,2,4.571622257,0.382520498,1080.337865
3328,NETYIV_clean,1.06e-07,2.68e-08,6,2,1.725488965,0.30734225,781.0039798
3329,NETYIV01_clean,1.01e-07,2.48e-08,6,2,1.794906045,0.319044008,782.9572708
3330,NEVJEF_clean,3.04e-08,8.14e-09,6,2,4.886728888,0.152699179,1611.885686
3331,NEVPOU_clean,2.54e-08,8.72e-09,6,2,2.577142857,0.230428414,1237.380857
3332,NEVVAM_clean,4.79e-08,1.54e-08,6,2,8.325973574,0.043266974,1420.294887
3333,NEVVAM01_clean,4.13e-08,1.42e-08,6,2,8.224577675,0.042531481,1423.417401
3334,NEVVAM02_clean,5.28e-08,1.5e-08,6,2,8.324250151,0.044593342,1423.989162
3335,NEVVEQ_clean,2.37e-08,5.6e-09,6,2,4.108558045,0.269582904,1569.113468
3336,NEXVET_clean,1.04e-07,1.74e-08,6,2,7.321924381,0.464729645,572.2956107
3337,NEXVUI_clean,2.68e-08,8.68e-09,6,2,5.602236548,0.05023935,1359.168797
3338,NEXXEV_clean,4.11e-08,7.94e-09,6,2,8.592841761,0.468614184,701.9292536
3339,NEXXIZ_clean,5.38e-08,7.87e-09,6,2,8.641383536,0.421951037,709.271877
3340,NEYVEU_clean,1.05e-07,2.11e-08,6,2,4.96765576,0.665319873,514.1939047
3341,NEYYUN_clean,1.3e-07,2.52e-08,6,2,11.26753387,1.275251886,1063.98669
3342,NEYZAU_clean,1.3e-07,2.45e-08,6,2,12.68121555,1.51560619,942.3924717
3343,NIBHOW_clean,2.5e-07,4.1e-08,6,2,4.670169162,1.006064379,279.5916633
3344,NIBHUC_clean,1.37e-07,2.58e-08,6,2,5.334789325,1.069830429,449.3764421
3345,NIBJAK_clean,3.28e-07,5.67e-08,6,2,4.287012518,1.119650842,223.4307529
3346,NICJUG_clean,4.55e-09,2.32e-09,6,2,2.591436743,0.000826641,1725.425986
3347,NIFTIH_clean,2.02e-08,3.22e-09,6,2,5.896718929,0.780310629,1376.148141
3348,NIGBOW_clean,1.38e-07,2.25e-08,6,2,11.54327101,0.506414045,664.8481739
3349,NIGDEO_clean,9.78e-08,5.51e-09,6,2,9.597648385,2.520640922,633.5298463
3350,NIGDIS_clean,9.13e-08,5.08e-09,6,2,10.46963442,2.779452858,622.6759615
3351,NIGFIT_clean,1.49e-07,2.27e-08,6,2,11.415969,0.272010091,1232.600792
3352,NIGGAM_clean,1.45e-07,2.23e-08,6,2,11.46329233,0.277438316,1222.036401
3353,NIGGIU_clean,1.4e-07,2.03e-08,6,2,12.18504823,0.376951964,1273.035792
3354,NIGNUO_clean,2.22e-08,3.57e-09,6,2,9.908475019,2.399366275,773.7247656
3355,NIGPEA_clean,3.59e-08,5.92e-09,6,2,10.59119543,1.803425244,730.6413764
3356,NIHBAI_clean,4.73e-09,1.14e-09,6,2,4.431588455,0.030698093,1774.8147
3357,NIHBAI01_clean,5.03e-09,1.21e-09,6,2,4.479219213,0.031907229,1764.541561
3358,NIHBAI02_clean,5.69e-09,1.43e-09,6,2,4.574996437,0.033633659,1742.997024
3359,NIHBEM_clean,5.4e-09,1.11e-09,6,2,4.442480201,0.028025934,1763.945328
3360,NIHBEM01_clean,5.82e-09,1.2e-09,6,2,4.556729279,0.030805995,1740.494543
3361,NIHBEM02_clean,8.11e-09,1.76e-09,6,2,4.944205028,0.032457846,1702.878423
3362,NIHBIQ_clean,1.09e-08,1.46e-09,6,2,5.644067906,0.03662159,1669.565212
3363,NIHBIQ01_clean,1.03e-08,1.55e-09,6,2,5.742215798,0.03922393,1654.975504
3364,NIHBIQ02_clean,1.11e-08,1.56e-09,6,2,5.979196949,0.039985591,1628.515824
3365,NIHVUX_clean,1.73e-08,3.53e-09,6,2,4.255480196,0.116638473,3189.137392
3366,NIJSAC_clean,2.18e-08,4.08e-09,6,2,1.872594702,0.135886051,1561.289268
3367,NIJTOR_clean,8.95e-09,2.59e-09,6,2,3.004886293,0.438891572,1350.873496
3368,NIJZOV_clean,4.21e-08,1.59e-08,6,2,7.26741725,0.006291577,1540.603974
3369,NIKDAM_clean,3.72e-08,3.95e-09,6,2,5.271509383,0.447894179,958.3529144
3370,NIKHAS_clean,1.24e-08,3.49e-09,6,2,5.188958781,2.332743987,1293.813091
3371,NIKJIB_clean,2.64e-08,4.03e-09,6,2,5.81324263,0.444114971,1150.789179
3372,NIKKIC_clean,2.5e-08,3.3e-09,6,2,5.256425144,0.820268414,1246.10958
3373,NIKYOW_clean,3.09e-09,7.1e-10,6,2,4.35550809,0.025122103,1802.219755
3374,NIKYOW01_clean,3.44e-09,8.32e-10,6,2,4.381839329,0.02751816,1786.34343
3375,NIKYOW02_clean,5.18e-09,1.09e-09,6,2,4.460325272,0.028979596,1751.518421
3376,NIKYUC_clean,6.01e-09,1.51e-09,6,2,4.679821553,0.02566796,1731.716352
3377,NIKYUC01_clean,6.32e-09,1.48e-09,6,2,4.85122532,0.027213496,1711.654529
3378,NIKYUC02_clean,8.63e-09,1.55e-09,6,2,5.388887829,0.032446738,1673.043645
3379,NIKZAJ_clean,3.67e-09,8.4e-10,6,2,4.326647503,0.031992916,1813.469898
3380,NIKZAJ01_clean,4.06e-09,8.64e-10,6,2,4.361648978,0.030813929,1796.383808
3381,NIKZAJ02_clean,4.98e-09,1.12e-09,6,2,4.434111456,0.033692371,1766.347073
3382,NIKZEN_clean,5.58e-09,1.35e-09,6,2,4.63065478,0.029630181,1741.52951
3383,NIKZEN01_clean,5.91e-09,1.6e-09,6,2,4.715240354,0.029698413,1726.043794
3384,NIKZEN02_clean,7.96e-09,1.38e-09,6,2,4.979611135,0.033649527,1700.385658
3385,NIMPEG_clean,3.83e-08,6.18e-09,6,2,10.34680773,1.356579424,735.4960698
3386,NIMPEG01_clean,6.13e-08,1.17e-08,6,2,8.955689,1.314230044,607.4933938
3387,NIMPOQ_clean,7.78e-08,1.45e-08,6,2,8.225816449,1.183802494,558.5475695
3388,NIMQAC_clean,3.14e-08,2.66e-09,6,2,5.396357463,0.571352798,1792.984454
3389,NIMXAK_clean,3.91e-08,5.41e-09,6,2,12.49844784,0.711841222,988.8155578
3390,NIMXIS_clean,7.89e-08,5.51e-09,6,2,11.19543534,0.528150503,1051.863569
3391,NINHOH_clean,1.73e-07,4.2e-08,6,2,0.573871342,0.153975389,1049.020134
3392,NINVAI_clean,4.99e-08,1.14e-09,6,2,12.86304408,2.061314923,818.2226398
3393,NIRFIE_clean,9.94e-09,4.04e-09,6,2,4.752552375,1.772114184,1504.060568
3394,NIRGAY_clean,5.22e-08,1.09e-08,6,2,8.09498967,0.632331746,806.3587452
3395,NIRKAB_clean,2.56e-08,5.55e-09,6,2,0.89331904,0.151442542,1453.12638
3396,NIXFUX_clean,2.62e-08,5.85e-09,6,2,4.920517584,0.800342432,1311.10137
3397,NIXGIM_clean,1.17e-08,3.13e-09,6,2,3.878495863,0.394114821,1134.118508
3398,NIXKIQ_clean,1.42e-08,2.8e-09,6,2,15.00580683,3.937179859,912.0477869
3399,NIYJAI_clean,2.23e-08,6.52e-09,6,2,2.026756118,0.305652816,1131.055822
3400,NIYZIG_clean,3.73e-08,7.84e-09,6,2,10.80737412,1.13030615,956.9202266
3401,NIZZAY_clean,7.1e-08,2.23e-08,6,2,1.659898597,0.296722601,1211.238718
3402,NIZZEC_clean,7.45e-08,2.2e-08,6,2,1.603909797,0.291394818,1207.668052
3403,NIZZIG_clean,7.12e-08,2.07e-08,6,2,1.582085172,0.304072744,1197.655394
3404,NIZZOM_clean,7.47e-08,2.21e-08,6,2,1.562428395,0.305798859,1181.237246
3405,NOBVOR_clean,4.13e-08,3.93e-09,6,2,5.731055653,1.092107988,1171.68189
3406,NOBWUY_clean,6.16e-08,3.98e-09,6,2,12.4984433,1.648371552,1047.665295
3407,NOCKOG_clean,5.59e-08,1.33e-08,6,2,10.27470708,0.565308806,1045.924918
3408,NOCKUM_clean,4.25e-08,1.17e-08,6,2,5.487411065,0.265826314,1073.253207
3409,NOCLOH_clean,1.57e-08,3.13e-09,6,2,8.166424709,0.233103678,1314.486702
3410,NOCLOH01_clean,1.65e-08,3.24e-09,6,2,8.311420243,0.230736741,1308.139069
3411,NOCLOH02_clean,1.72e-08,3e-09,6,2,8.419144348,0.233809896,1304.494814
3412,NOCLOH03_clean,1.64e-08,3.2e-09,6,2,8.473309854,0.22703645,1295.608334
3413,NOCLUN_clean,1.09e-07,2.5e-08,6,2,9.820330686,0.156333655,1074.396071
3414,NOCYUB_clean,9.52e-09,1.41e-09,6,2,4.116153814,0.109608622,1725.661378
3415,NOCZAI_clean,9.07e-09,1.4e-09,6,2,4.088658153,0.093246313,1744.814566
3416,NOFDUI_clean,1.35e-08,1.11e-09,6,2,5.058913059,0.936786989,1211.526611
3417,NOFQAB_clean,2.02e-08,5.24e-09,6,2,3.522004284,0.587135151,947.567062
3418,NOFQIK_clean,9.36e-09,3.46e-09,6,2,0.701207746,0.149056821,1459.106844
3419,NOFQOQ_clean,1.28e-08,4.49e-09,6,2,0.897933582,0.227283914,1523.340851
