,Adsorbent,D_H2(m^2/s),D_N2(m^2/s),P_H2(bar),P_N2(bar),q_H2(mol/kg),q_N2(mol/kg),Density(kg ads/m^3)
1405,FIJYED_clean,1.62e-08,6.32e-09,6,2,2.197797364,0.386388285,1901.784717
1406,FIJZEE_clean,4.57e-08,1.51e-08,6,2,0.910859845,0.233760927,1820.978799
1407,FILYAC_clean,2.68e-08,7.37e-09,6,2,9.918324856,0.441336175,1253.037372
1408,FILYEG_clean,4.28e-08,5.22e-09,6,2,11.71380857,0.78578858,1069.420661
1409,FIMYUX_clean,5.75e-08,3.77e-09,6,2,8.452303717,0.759898021,1140.972266
1410,FIMZAE_clean,4.68e-08,2.24e-09,6,2,7.180335989,0.494180615,1172.407841
1411,FIPJAR_clean,2.19e-08,5.05e-09,6,2,6.519393358,0.334868086,1488.512039
1412,FIPJEV_clean,3.27e-08,8.02e-09,6,2,6.855615376,0.607163763,1701.202144
1413,FIPKOG_clean,3.78e-08,6.79e-09,6,2,10.12162436,0.444862869,1085.941131
1414,FIPKOG01_clean,3.94e-08,7.01e-09,6,2,10.09102021,0.442657373,1091.454162
1415,FIPKUM_clean,2.83e-08,5.87e-09,6,2,10.719405,0.401325528,1046.19722
1416,FIPWOS_clean,1.41e-08,4.84e-09,6,2,3.923050909,0.422812324,1290.297861
1417,FIPXAF_clean,2.12e-08,8.76e-09,6,2,4.259500401,0.496946726,1347.453662
1418,FIPXEJ_clean,1.1e-08,1.6e-09,6,2,4.128186404,0.138589463,1357.386328
1419,FIQYOU_clean,5.28e-09,1.17e-09,6,2,4.437900717,0.027891056,1750.125882
1420,FIQYUA_clean,3.97e-09,1.03e-09,6,2,4.16911306,0.015234428,1856.850038
1421,FIQZAH_clean,5.26e-09,1.15e-09,6,2,4.145208916,0.031680523,1934.399856
1422,FIRMUQ_clean,9.47e-08,1.69e-08,6,2,4.955528251,0.536192806,804.2515722
1423,FIRNAX_clean,1.01e-07,1.86e-08,6,2,4.494235975,0.52609749,728.2995379
1424,FIRNAX01_clean,1.03e-07,1.87e-08,6,2,4.485366923,0.531617849,718.4048708
1425,FIRNIF_clean,9.7e-08,1.86e-08,6,2,4.567941277,0.533137772,714.6611158
1426,FIRNOL_clean,6.28e-08,1.19e-08,6,2,11.78904794,1.485218537,794.8789922
1427,FIRNUR_clean,8.93e-08,1.64e-08,6,2,5.337204214,0.612914126,714.1502368
1428,FIRPAZ_clean,1.02e-07,1.79e-08,6,2,4.567415209,0.541431617,673.8015334
1429,FIRZOX_clean,4.01e-08,1.52e-08,6,2,8.363575671,0.007685704,1473.894123
1430,FISGOF_clean,1.57e-07,2.07e-08,6,2,6.441522918,1.342079638,434.1068232
1431,FISXEM_clean,4.93e-08,8.46e-09,6,2,7.908499743,0.584848833,982.3446505
1432,FITGEW_clean,1.9e-08,6.04e-09,6,2,4.230080955,0.375561863,1088.219876
1433,FITHIA_clean,1.83e-08,6.46e-09,6,2,3.460462006,0.05026158,1277.30084
1434,FIVNAZ_clean,4.1e-08,4.09e-09,6,2,7.054382674,0.048175319,2124.34611
1435,FIVYUF_clean,3.97e-09,1.08e-09,6,2,2.507452186,0.121040352,1416.467081
1436,FIWKUT_clean,6.78e-08,4.93e-09,6,2,15.73945623,0.921247415,1139.702351
1437,FIYDOH_clean,1.8e-08,6.33e-09,6,2,2.109088273,0.044261755,1588.794192
1438,FIZPOV_clean,9.65e-08,2.32e-08,6,2,13.16095007,0.993196979,878.6615744
1439,FOFCIO_clean,1.29e-08,1.78e-09,6,2,2.486665298,1.222941946,1743.98833
1440,FOFCOU_clean,1.69e-08,3.14e-09,6,2,5.475399576,1.712280668,1380.670707
1441,FOFTIF_clean,3.55e-08,5.04e-09,6,2,6.77079216,1.068375359,1095.343251
1442,FOFTOL_clean,2.6e-08,5.36e-09,6,2,7.430452297,1.322884866,1137.624299
1443,FOFTUR_clean,4.2e-08,8.04e-09,6,2,6.614527398,0.853954652,1058.292946
1444,FOHCIP_clean,3.04e-08,8.4e-09,6,2,1.077816016,0.232114529,1875.928572
1445,FOHQUO_clean,9.66e-09,7.58e-09,6,2,3.895354043,0.00363094,1593.134326
1446,FOJKIA_clean,1.89e-08,6.11e-09,6,2,9.392133431,0.230290566,1070.926736
1447,FOJLOH_clean,3.89e-08,9.94e-09,6,2,9.253814687,0.563296615,822.2641593
1448,FOKWIN_clean,1.87e-08,3.1e-09,6,2,2.197110845,0.214848653,1377.454965
1449,FOLLEZ_clean,3.24e-08,5.18e-09,6,2,5.299737184,0.103588089,1677.953176
1450,FOMWOV_clean,4.71e-08,1.24e-08,6,2,10.46452159,0.251442185,990.3386698
1451,FONKEA_clean,1.42e-08,4.02e-09,6,2,3.863182581,0.056690249,1692.004609
1452,FONPUV_clean,3.82e-08,1.75e-08,6,2,4.208061772,0.04392741,1542.653735
1453,FONQIJ_clean,1.12e-08,2.4e-09,6,2,3.955094305,0.292182695,1053.749769
1454,FOPBAP_clean,9.56e-09,3.5e-09,6,2,2.771958556,0.037975314,1843.183432
1455,FOPFAS_clean,1.08e-07,6.03e-09,6,2,9.810815506,2.346574046,583.0480676
1456,FOPTOU_clean,2.12e-08,7.12e-09,6,2,6.207165668,0.039556323,1426.765901
1457,FOQNIK_clean,1.01e-08,3.91e-09,6,2,10.79419746,0.220345502,1394.462221
1458,FOQNOQ_clean,2e-08,4.66e-09,6,2,9.743993714,0.13088341,1319.617086
1459,FOQNOQ01_clean,2.31e-08,1.94e-09,6,2,10.14064468,0.481518861,1374.995621
1460,FOQNOQ02_clean,2.31e-08,2.9e-09,6,2,10.04900507,0.460572179,1371.965415
1461,FOQNUW_clean,2.05e-08,1.65e-09,6,2,10.56036191,0.586829877,1360.574338
1462,FOQNUW01_clean,1.95e-08,1.55e-09,6,2,10.62094463,0.521207982,1352.550658
1463,FOQNUW02_clean,2.28e-08,1.96e-09,6,2,10.57534142,0.575906343,1351.468423
1464,FOQPAE_clean,2.47e-08,6.5e-09,6,2,9.934986079,0.094602104,1246.3729
1465,FOQPAE01_clean,2.3e-08,1.43e-09,6,2,10.99885397,0.883670565,1398.547373
1466,FOQPAE02_clean,2.22e-08,1.33e-09,6,2,11.0538974,0.883993085,1397.909418
1467,FORKUU_clean,1.04e-07,2.01e-08,6,2,5.620591295,1.534600009,597.5075703
1468,FORPOS_clean,6.1e-08,8.96e-10,6,2,4.718686613,1.46912698,1038.361551
1469,FORQEJ_clean,6.22e-08,1.65e-09,6,2,4.717266014,1.51572774,1036.34963
1470,FORTIR_clean,4.9e-08,9.14e-09,6,2,3.543020562,0.379481641,921.6808589
1471,FORTUD_clean,4.3e-08,7.28e-09,6,2,3.722414574,0.359601455,786.0847261
1472,FORWAL_clean,2.22e-08,3.08e-09,6,2,7.499576915,0.054338008,1140.858085
1473,FOTNIN_clean,3.58e-07,3.02e-08,6,2,6.484460219,2.868883376,240.3226636
1474,FOVPOX_clean,2.45e-08,4.03e-09,6,2,5.291472426,0.067296907,1327.119585
1475,FOVPUD_clean,1.78e-08,3.26e-09,6,2,5.459611537,0.061158922,1338.953507
1476,FUBDAI_clean,6.77e-08,2.14e-08,6,2,1.612413316,0.286051234,1229.796309
1477,FUBDEM_clean,6.82e-08,2.17e-08,6,2,1.590202258,0.295996474,1191.325266
1478,FUBDIQ_clean,6.25e-08,1.94e-08,6,2,1.626380892,0.279114516,1246.943565
1479,FUBNOH_clean,3.71e-09,7.58e-10,6,2,4.022144442,0.230120112,1326.131658
1480,FUDGES_clean,7.85e-08,1.4e-08,6,2,14.05482157,0.507094961,846.5696918
1481,FUDHAP_clean,6.52e-08,7.99e-09,6,2,14.15378962,1.057174816,803.7053858
1482,FUDHET_clean,7.01e-08,9.37e-09,6,2,15.5185222,0.806324754,905.7410048
1483,FUHJOJ_clean,9e-09,2e-09,6,2,5.480784384,0.264684197,1221.82381
1484,FUHMOM_clean,3.23e-08,4.86e-09,6,2,9.436429578,0.752142425,1195.615048
1485,FUHNED_clean,3.72e-08,2.94e-09,6,2,9.745410043,0.57165706,1361.74438
1486,FUHNIH_clean,4.12e-08,8e-09,6,2,10.50773577,0.510450216,1163.653833
1487,FUMJAA_clean,8.15e-08,4.93e-09,6,2,12.51461258,0.614744241,1129.569349
1488,FUNBAS_clean,2.64e-08,5.18e-09,6,2,5.858576627,0.282898438,1110.451192
1489,FUNCAT_clean,4.8e-08,1.09e-08,6,2,5.4257631,0.363455699,930.2228934
1490,FUNCEX_clean,6.93e-08,1.33e-08,6,2,5.197310329,1.216425208,543.7736994
1491,FUNFOL_clean,4.95e-08,1.09e-08,6,2,4.020413286,0.398702871,864.1503342
1492,FUNGAY_clean,1.95e-08,4.19e-09,6,2,2.800443765,0.286849195,1099.53584
1493,FUNLAD_clean,4.22e-08,1.07e-08,6,2,5.598864372,0.579449976,1069.488061
1494,FUQJUX_clean,1.92e-07,4.1e-08,6,2,1.476917062,0.284993095,718.2677024
1495,FURFIJ_clean,5.29e-09,1.98e-09,6,2,3.330385438,0.233808933,1637.834424
1496,FURFIJ01_clean,5.43e-09,1.93e-09,6,2,3.3404577,0.23319761,1637.834424
1497,FURFOP_clean,1.32e-08,4.09e-09,6,2,4.65665992,0.330668702,1221.020682
1498,FURSES_clean,1.61e-08,4.24e-09,6,2,5.863784769,0.070234249,1599.783606
1499,FUSGOR_clean,1.61e-08,3.73e-09,6,2,6.27591081,0.074639501,1490.594551
1500,FUSQUH_clean,2.14e-08,3.24e-09,6,2,3.778447788,0.465723092,1051.91329
1501,FUTCAZ_clean,9.32e-08,1.18e-08,6,2,11.58624914,0.323406854,817.6617058
1502,FUTDII_clean,3.51e-08,4.9e-09,6,2,7.135247124,0.772364674,871.6249366
1503,FUTKEL_manual,2.52e-08,5.35e-09,6,2,4.298288409,0.257450996,983.7331164
1504,FUTTIZ_clean,7.66e-08,3.55e-09,6,2,12.20385283,1.448180215,737.1485277
1505,FUTYEA_clean,7.22e-08,8.93e-09,6,2,14.40222649,0.553436853,1036.970924
1506,FUTYOK_clean,7.98e-08,8.88e-09,6,2,13.641806,0.396522424,1026.334548
1507,FUTYUQ_clean,1.06e-07,1.45e-08,6,2,13.06709263,0.531540666,1010.179987
1508,FUTZAX_clean,7.15e-08,7.56e-09,6,2,14.90669495,0.522529967,956.8813024
1509,FUTZEB_clean,6.5e-08,1.34e-08,6,2,13.53909074,0.366817642,1078.274681
1510,FUTZIF_clean,5.76e-08,6.82e-09,6,2,11.76615242,0.603031759,1253.303925
1511,FUTZOL_clean,5.1e-08,7.24e-09,6,2,15.54200483,0.447189558,891.3488574
1512,FUVBAB_clean,5.97e-08,8.08e-09,6,2,14.64096555,0.506216513,1021.339789
1513,FUVBOP_clean,6.64e-08,5.23e-09,6,2,12.80550149,0.512684277,950.4008805
1514,FUVDEH_clean,8.11e-09,1.16e-09,6,2,2.629492761,0.339726107,1598.078037
1515,FUVDEH01_clean,8.24e-09,1.26e-09,6,2,2.674300685,0.308533186,1594.526746
1516,FUVDEH02_clean,8.63e-09,2.14e-09,6,2,2.541938675,0.156357205,1640.443508
1517,FUVDEH03_clean,8.39e-09,2.28e-09,6,2,2.567909378,0.13678772,1675.525183
1518,FUVDEH04_clean,1.1e-08,3.18e-09,6,2,2.516206508,0.103130917,1737.423686
1519,FUVDEH05_clean,1.4e-08,5.83e-09,6,2,2.274332079,0.06965189,1887.916691
1520,FUVDEH06_clean,2.36e-08,9.3e-09,6,2,2.297211159,0.01520235,1766.688019
1521,FUVDEH07_clean,2.36e-08,1.09e-08,6,2,2.310538913,0.014778515,1795.302503
1522,FUVDEH08_clean,2.24e-08,1.13e-08,6,2,2.247277147,0.01376678,1832.234373
1523,FUVDEH09_clean,9.05e-09,1.52e-09,6,2,2.637441192,0.299681768,1586.395755
1524,FUVDEH10_clean,8.04e-09,1.65e-09,6,2,2.601788061,0.2040234,1606.964634
1525,FUVDEH11_clean,7.38e-09,1.69e-09,6,2,2.597582448,0.224664217,1638.269522
1526,FUVDEH12_clean,8.94e-09,2.05e-09,6,2,2.550236284,0.179153771,1662.833053
1527,FUVDEH13_clean,1.14e-08,2.48e-09,6,2,2.754325118,0.164269945,1691.869159
1528,FUVFUZ_clean,2.11e-08,1.15e-08,6,2,2.258933362,0.013397634,1846.772386
1529,FUVGAG_clean,2.5e-08,1.17e-08,6,2,2.19950535,0.013370796,1868.627644
1530,FUVGAG01_clean,2.5e-08,1.24e-08,6,2,2.173713208,0.013010258,1882.576113
1531,FUVGAG02_clean,2.25e-08,1.2e-08,6,2,2.193736741,0.012790998,1889.457129
1532,FUWFIO_clean,8.45e-08,1.97e-08,6,2,1.776318271,0.330276802,1068.59449
1533,FUWFUA_clean,7.51e-08,1.87e-08,6,2,2.427978454,0.362612901,1059.204265
1534,FUWQIZ_clean,6.99e-08,6.45e-09,6,2,11.95149294,1.841627854,820.0759093
1535,FUWXOL_SL,1.17e-07,2.7e-08,6,2,3.573714053,1.162500188,1497.81952
1536,FUWYAY_clean,5.97e-08,6.62e-09,6,2,3.91927869,0.167076363,1983.530337
1537,FUXXIH_clean,1.79e-08,1.96e-09,6,2,8.885596285,1.266937098,899.7423673
1538,FUYCAE_clean,4.17e-08,1.35e-08,6,2,11.69883413,1.230415196,805.3447755
1539,FUYCEJ_clean,5.93e-08,9.2e-09,6,2,16.1458524,1.539643043,834.4792806
1540,FUYCIN_clean,1.83e-07,2.59e-08,6,2,6.970492101,0.810121542,437.3120369
1541,FUYKER_clean,1.63e-08,4.11e-09,6,2,4.634544973,0.585101043,1205.782909
1542,FUZPUN_clean,1.06e-08,2.58e-09,6,2,4.092913137,0.272850161,1020.112995
1543,GABGOI_clean,1.44e-08,3.88e-09,6,2,6.106428567,0.448023223,1169.092323
1544,GABYUG_clean,3.93e-08,7.8e-09,6,2,4.605358108,0.357717797,1394.277996
1545,GACBIY_clean,4.63e-08,4.77e-09,6,2,15.89001573,1.408602583,921.9754929
1546,GACBOE_clean,5.83e-08,7.22e-09,6,2,13.0276469,1.025815566,1045.149323
1547,GACPUX_clean,1.92e-08,2.46e-09,6,2,9.678843503,1.277208116,1021.916343
1548,GACQAE_clean,6.19e-08,8.98e-09,6,2,10.81224043,0.878327174,874.4178687
1549,GACVIS_clean,8.62e-08,5.37e-09,6,2,15.3479731,0.654754259,1114.733347
1550,GACYER_clean,4.41e-08,1.07e-08,6,2,10.01650316,0.919570569,752.4694855
1551,GADNUX_clean,5.87e-08,3.65e-09,6,2,12.36018043,2.435831074,729.5484271
1552,GADRAH_clean,7.94e-08,8.75e-09,6,2,12.06855897,0.274412512,1160.410989
1553,GAFGEC_clean,3.17e-08,8.75e-10,6,2,12.82263367,1.928177131,1375.637496
1554,GAFROX_clean,6.18e-08,5.8e-09,6,2,12.72609169,1.938209263,765.291254
1555,GAFRUD_clean,7.48e-08,8.8e-09,6,2,12.74508773,1.806052988,768.7712428
1556,GAGQAI_clean,1.24e-07,3.19e-08,6,2,2.279555669,0.458139875,743.2628675
1557,GAGSUF_clean,8.13e-08,2.07e-08,6,2,6.923205407,0.057434992,1532.440529
1558,GAGTEQ_clean,3.02e-08,7.54e-09,6,2,8.402205907,0.120544958,1647.942221
1559,GAGZEV_clean,2.26e-07,2.75e-08,6,2,5.28629195,2.505347983,279.1456832
1560,GAHWIX_clean,1.02e-07,1.6e-08,6,2,8.859452289,0.866681493,589.3890006
1561,GAJYUN_clean,4.28e-08,9.62e-09,6,2,2.394567839,0.157626476,1531.195028
1562,GAKTET_clean,7.39e-09,1.35e-09,6,2,3.137848527,0.280608477,1279.217765
1563,GALCAZ_clean,4.05e-08,1.25e-08,6,2,4.681135566,0.123860914,1173.676953
1564,GALFAB_clean,1.53e-08,4.73e-09,6,2,3.435129707,0.789990442,1261.671303
1565,GAMFEI_clean,5.13e-08,1.26e-08,6,2,2.993491233,0.202730728,1133.617387
1566,GAMXAV_clean,4.86e-08,4.75e-09,6,2,7.596479511,2.168529728,868.8566591
1567,GANBAZ_clean,2.76e-08,6.08e-09,6,2,9.100380252,2.373251122,1272.068658
1568,GANBAZ01_clean,2.58e-08,5.97e-09,6,2,9.280970548,2.439750248,1297.010341
1569,GANBAZ02_clean,3.81e-08,8.03e-09,6,2,4.956691218,0.848948544,1068.311203
1570,GANBED_clean,5.23e-08,1.12e-08,6,2,3.10738435,0.598050349,928.4381255
1571,GANBED02_clean,5.37e-08,1.13e-08,6,2,3.035470371,0.558400923,915.1963883
1572,GANBIH_clean,3.15e-08,9.37e-09,6,2,1.698469857,0.41811516,1062.261367
1573,GAQYIH_clean,2.17e-07,4.72e-08,6,2,0.840561934,0.226311753,559.9121252
1574,GARQAU_clean,1.61e-08,3.99e-09,6,2,4.984237053,0.405109121,1051.429945
1575,GASSEB_clean,3.62e-08,7.32e-09,6,2,4.845287427,0.376447364,918.3835268
1576,GASSUR_clean,3.95e-08,8.49e-09,6,2,9.660995874,0.301736965,1064.357108
1577,GASTIG_clean,1.81e-08,2.78e-09,6,2,6.848371528,0.794568438,1326.578398
1578,GATQIE_clean,6.33e-08,1.31e-08,6,2,14.58519082,1.71221161,814.4161721
1579,GATQOK_clean,1.82e-08,5.85e-09,6,2,12.88826868,1.761394922,1048.716191
1580,GAVYAG_clean,4.23e-08,6.55e-10,6,2,7.19883145,2.203212468,1187.734609
1581,GAWCUF_clean,1.47e-08,1.84e-09,6,2,6.89440679,0.707765057,1202.094551
1582,GAWJEV_clean,1.92e-08,3.49e-09,6,2,4.443819377,0.074730281,1479.930324
1583,GAWMOJ_clean,8.37e-08,1.87e-08,6,2,7.623652874,0.355857012,707.1779661
1584,GAXDIS10_clean,4.17e-08,6.65e-09,6,2,0.63728365,0.135091366,1319.682792
1585,GAXKOH_clean,9.36e-08,1.98e-08,6,2,3.201997013,0.245663169,959.924528
1586,GAXQIH_clean,1.48e-08,4.25e-09,6,2,2.676941832,0.133634394,1365.516636
1587,GAYFUJ_clean,6.15e-08,1.19e-08,6,2,2.173181975,0.460262177,1299.881597
1588,GAYGAQ_clean_h,3.6e-08,1.06e-08,6,2,2.292469274,0.667315866,1323.285947
1589,GAYPED_clean,6.79e-08,9.31e-09,6,2,14.201734,1.328997217,900.1300502
1590,GAYTEH_ion_b,2.53e-08,2.34e-09,6,2,6.543443378,0.192833062,1371.810229
1591,GAZLAW_clean,1.53e-08,2.64e-09,6,2,7.314520929,0.035200374,1135.987724
1592,GEBCAT_clean,4.94e-08,3.86e-09,6,2,6.850170801,0.049706563,1508.189605
1593,GEDDAW_clean,4.91e-08,1.46e-09,6,2,16.51093654,2.229207917,996.8206012
1594,GEDDEA_clean,1.75e-08,1.76e-09,6,2,9.878705371,1.344424401,1297.209065
1595,GEDPAH_clean,2.28e-08,8.28e-09,6,2,2.418102422,0.00903484,1250.515573
1596,GEFYUN_clean,3.44e-08,7.58e-09,6,2,0.708372579,0.862128352,1048.087748
1597,GEFZAU_clean,3.17e-08,7.31e-09,6,2,0.822063231,0.778721185,991.1146681
1598,GEGDED_clean,7.58e-08,4.04e-09,6,2,14.72622581,1.268422143,838.8802618
1599,GEGGEG01_clean,3.08e-08,1.14e-09,6,2,6.436263277,1.272390318,1511.505961
1600,GEGGIK_clean,3.03e-08,1.06e-09,6,2,6.427100225,1.275952497,1518.535838
1601,GEGGIK01_clean,2.69e-08,9.83e-10,6,2,6.405688911,1.275555022,1533.776241
1602,GEGGUW_clean,3.13e-08,1.08e-09,6,2,6.421589695,1.277432501,1532.141294
1603,GEGHAD_clean,2.58e-08,1.04e-09,6,2,6.434475055,1.257495499,1530.547635
1604,GEPDEM_clean,1.49e-08,5.45e-09,6,2,4.772745147,0.077831089,1444.421431
1605,GERNOI_clean,2.4e-08,6.69e-09,6,2,5.290836304,0.126429409,1059.846197
1606,GERWEH_clean,1.38e-08,2.73e-09,6,2,13.37095044,2.415652615,1114.273604
1607,GESDUF_clean,5.09e-08,8.88e-09,6,2,4.186915927,0.130408097,1054.382917
1608,GESFAN_clean,5.11e-08,7.4e-09,6,2,4.21019074,0.133489401,1056.016286
1609,GEWXAJ_clean,2.06e-08,7.71e-09,6,2,2.605451326,0.063425014,1696.688011
1610,GEZRAG_clean,4.79e-08,6.8e-09,6,2,7.256175819,0.304947379,1153.522304
1611,GEZYOB_clean,2.55e-08,2.45e-09,6,2,4.998666303,0.299465498,1474.700385
1612,GEZYUH_clean,2.77e-08,3.2e-09,6,2,4.517747786,0.332803919,1431.463958
1613,GEZZAO_clean,1.01e-08,5.94e-09,6,2,5.796059027,0.060728416,1746.692427
1614,GIDKOU_clean,1.41e-08,5.16e-09,6,2,4.452944792,0.266009249,1745.641938
1615,GIFKEL_clean,7.47e-08,1.71e-08,6,2,1.79897634,0.342193427,1280.433249
1616,GIJXAA_clean,3.84e-08,7.57e-09,6,2,11.21004827,0.505108941,990.4402236
1617,GIKQIC_clean,1.71e-08,2.88e-09,6,2,3.929881006,0.043093505,1638.589816
1618,GIMSIG_clean,3.73e-08,9.84e-09,6,2,6.169203578,0.052390975,1448.456826
1619,GINLIA_clean,5.39e-08,1.06e-08,6,2,11.40039049,1.013017984,877.1649784
1620,GINNUO_clean,3.98e-08,1.14e-09,6,2,5.750002674,1.643919636,1380.863711
1621,GIRDUI_clean,1.26e-08,3.99e-09,6,2,3.38360638,0.092393144,1332.298662
1622,GIRHEW_clean,2.15e-08,4.09e-09,6,2,3.732580822,0.425680725,1507.081025
1623,GIRXUC_clean,1.19e-07,1.93e-08,6,2,8.783992944,0.395458711,768.5476965
1624,GIRYAJ_clean,7.72e-08,1.85e-09,6,2,15.02318061,1.41463223,856.2030115
1625,GIRYEN_clean,3.6e-08,9.27e-09,6,2,1.857384118,0.182779938,1496.508374
1626,GIRYIR_clean,2.59e-08,9.24e-09,6,2,1.84996371,0.170403831,1539.180442
1627,GIRYUD_clean,3.06e-08,8.31e-09,6,2,1.868027959,0.177701747,1503.857057
1628,GIRZAK_clean,3.1e-08,9.05e-09,6,2,1.907381402,0.168563688,1532.064929
1629,GISMAY_clean,3.4e-08,4.76e-09,6,2,6.874836849,0.294160245,1154.819776
1630,GISNED_clean,1.17e-07,1.44e-08,6,2,7.316149479,0.995200044,446.8370339
1631,GISWEM_clean,7.8e-09,2.93e-09,6,2,2.912071946,0.115696159,1347.338235
1632,GISZUD_clean,1.14e-07,2.15e-08,6,2,0.729787319,0.185480611,1088.510851
1633,GISZUF_clean,2.37e-08,5.64e-09,6,2,5.506309814,0.439370319,1312.137501
1634,GITPIK_clean,3.36e-08,3.53e-09,6,2,7.515595649,1.19353514,1059.373189
1635,GITSUY_clean,8.17e-08,2.02e-08,6,2,1.65115453,0.359656475,866.0895696
1636,GITTUZ_clean,1.75e-08,1.66e-09,6,2,3.053370653,0.804147131,1033.195101
1637,GITVAH_clean,7.32e-09,8.66e-10,6,2,5.951668547,0.594169397,1571.676265
1638,GITVAH01_clean,7.94e-09,1.38e-09,6,2,6.106406283,0.557897509,1448.125542
1639,GITVEL_clean,7.4e-08,8.05e-09,6,2,2.190984897,0.605413829,777.1676303
1640,GITVEL01_clean,7.98e-08,8.11e-09,6,2,2.183060267,0.593267108,777.1676303
1641,GITWIQ_clean,4.34e-08,5.29e-09,6,2,4.387855632,0.103921049,1552.850132
1642,GIVHIC_clean,3.58e-08,5.87e-09,6,2,3.435795065,0.749944537,1015.228681
1643,GIWNUV_clean,1.06e-08,5.01e-09,6,2,3.418130339,0.27794307,1470.709507
1644,GIXGOK_clean,5.63e-08,3.93e-09,6,2,3.146126113,0.664132974,1040.363042
1645,GIXNAE_clean,5.33e-08,7.47e-09,6,2,8.099141109,0.571934483,852.639863
1646,GIYSUD_clean,4.24e-08,5e-09,6,2,7.568016329,0.346727141,1215.132705
1647,GIYTAK_clean,5.04e-08,5.34e-09,6,2,7.253208964,0.543718164,1113.131054
1648,GIYTIS_SL,4.58e-08,5.97e-09,6,2,8.637855142,0.529995561,966.9051746
1649,GIZXET_clean,4.26e-08,7.53e-09,6,2,10.11596408,1.199532654,984.9285608
1650,GOBGAG_clean,5.63e-08,3.47e-09,6,2,3.204826642,0.68229724,1051.199026
1651,GOBSUM_clean,1.13e-08,2.25e-09,6,2,7.917378531,0.39054446,1100.87919
1652,GOBTAT_clean,7.48e-08,1.37e-08,6,2,10.66974294,0.484778182,916.3290817
1653,GOGSIF_clean,3.8e-08,1.01e-08,6,2,4.201368199,0.187152136,843.0842457
1654,GOGWAB_clean,1.22e-07,2.45e-08,6,2,10.77630611,1.006645825,1062.840832
1655,GOGWEF_clean,1.47e-07,2.89e-08,6,2,10.51661332,0.861394678,999.4885844
1656,GOKBUE_clean,3.45e-08,4.95e-09,6,2,7.356293891,0.052685223,1630.478659
1657,GOMRAC_clean,7.97e-09,2.4e-09,6,2,2.684687463,0.589465297,1962.690437
1658,GOMREG_clean,1.06e-08,3.56e-09,6,2,2.290661683,0.326395686,1866.762836
1659,GONMUT_clean,9.19e-09,1.92e-09,6,2,4.642305792,0.648380613,1574.987934
1660,GONNAA_clean,9.01e-08,2.14e-08,6,2,2.049719473,0.316360655,944.3228449
1661,GONSUZ_clean,8.97e-09,4.97e-10,6,2,8.361297399,1.835885186,1548.697
1662,GONTAG_clean,1.17e-08,1.6e-09,6,2,5.075088087,0.232919381,1235.171574
1663,GOPTIQ_clean,3.81e-08,1.02e-08,6,2,2.376764341,0.516386684,770.6165376
1664,GOQSIQ_clean,2.43e-08,7.72e-09,6,2,1.903622696,0.489423752,1005.405771
1665,GOQWOY_clean,3.57e-08,1.22e-09,6,2,19.5945524,3.775731943,782.0412179
1666,GOQXAN_clean,1.98e-08,6.48e-09,6,2,5.368087273,0.117881699,1328.683052
1667,GORJEE_clean,2.2e-08,5.07e-09,6,2,9.069125618,0.862317633,1274.288372
1668,GORQAF_clean,1.22e-07,2.61e-08,6,2,0.522295555,0.136560059,1153.794934
1669,GOSBOH_clean,6.52e-08,1.77e-08,6,2,1.151674659,0.256517519,786.9847366
1670,GOSDEZ_clean,4.64e-08,6.99e-09,6,2,8.920036447,1.557356345,987.1557759
1671,GOSDID_clean,1.57e-08,3.91e-09,6,2,8.124406979,1.29254946,1068.872935
1672,GOSKEG_clean,4.73e-08,9.04e-09,6,2,7.276353207,0.894859488,943.2232706
1673,GOTDIE_clean,3.85e-08,1.42e-08,6,2,0.643433094,0.032038676,1481.254614
1674,GOVHOQ_clean,2.05e-08,6.77e-09,6,2,1.083382652,0.029770463,2102.723191
1675,GOVWOF_clean,8.11e-08,9.77e-09,6,2,13.22213295,0.939227978,794.4310231
1676,GOVXIA_clean,3.51e-08,7.11e-09,6,2,4.980822865,0.203078282,1140.582668
1677,GOZNAM_clean,7.81e-08,1.92e-08,6,2,1.496642613,0.257965416,992.4078532
1678,GOZNEQ_clean,8.09e-08,1.81e-08,6,2,1.640757224,0.283410635,947.1936748
1679,GUANZS_clean,5.86e-08,1.42e-09,6,2,14.49250763,0.622373178,1316.567059
1680,GUBBAG_clean,2.86e-08,7.59e-09,6,2,0.528695004,0.110737191,1257.728094
1681,GUBKUL_clean,2.79e-08,1.61e-09,6,2,8.494494655,0.270517813,1653.941322
1682,GUBVUU_clean,3.25e-08,7.43e-09,6,2,6.638761088,0.477830379,930.9787084
1683,GUBZAF_clean,2.1e-08,5.82e-09,6,2,1.256004767,0.23756312,891.0729225
1684,GUCHUJ_clean,2.37e-08,3.84e-09,6,2,8.694226359,0.137512816,1438.34723
1685,GUCJAQ_clean,4.74e-08,1.11e-08,6,2,4.575412331,0.214546307,1290.23946
1686,GUFBOA_clean,1.9e-08,5.08e-09,6,2,3.545883802,0.245501033,1359.367212
1687,GUFBUG_clean,3.27e-08,8.92e-09,6,2,6.749978541,1.425163854,1261.479022
1688,GUFREF_clean,1.1e-08,1.63e-09,6,2,3.039492242,0.13456719,1213.176615
