,Adsorbent,D_H2(m^2/s),D_N2(m^2/s),P_H2(bar),P_N2(bar),q_H2(mol/kg),q_N2(mol/kg),Density(kg ads/m^3),a_H2(mol/(mm^2 bar s)),a_N2(mol/(mm^2 bar s)),P_H2(Barrer),P_N2(Barrer),Pu_ret_0.7,Pu_perm_0.7
5760,YAGHUM_clean,4.9e-08,4.42e-09,6,2,19.79391896,1.500839434,807.6810763,1.7408255882679576e-08,3.5719481823847903e-10,3840056.44470873,78792.97461142919,0.05505009469335589,0.9608850597268722
5761,YAGJOI_clean,4.87e-08,5.28e-09,6,2,5.545280465,0.997685538,1075.846338,6.45639674415045e-09,3.7782142905156676e-10,1424205.1641508345,83342.96229078679,0.4978808460314494,0.9668570790277458
5762,YAHPED_clean,6.11e-08,1.28e-08,6,2,9.091624503,0.204451155,1024.094257,1.2641834997860483e-08,1.7866858980054772e-10,2788640.0730574597,39412.18892659141,0.12179786130650506,0.9827752817358609
5763,YAHWAI_clean,7.67e-08,1.94e-08,6,2,1.076954519,0.253429388,1650.076381,3.0288952979299113e-09,5.408433492911763e-10,668138.6686610099,119303.67999070066,0.6751482314895779,0.9304149546299116
5764,YAMYUJ_clean,5.02e-08,1.06e-08,6,2,9.045333508,1.024167795,884.9248429,8.929397883199098e-09,6.404601443994877e-10,1969720.1212939185,141277.97302929877,0.32781772653303265,0.9480433824046914
5765,YANBAR_clean,7.71e-09,1.27e-09,6,2,4.777534515,0.021812083,1763.846827,1.4437984316383958e-09,3.2573953470039675e-12,318484.94815552846,718.5430912508752,0.711893737853515,0.9991145877548139
5766,YANBAR01_clean,6.74e-09,1.34e-09,6,2,4.342598134,0.019509204,1820.129212,1.183856993568365e-09,3.1721616412252077e-12,261144.9250518452,699.7415385055605,0.7194301201072141,0.9989673719525848
5767,YANBAR02_clean,9.31e-09,1.45e-09,6,2,4.878478914,0.02139253,1731.248779,1.7473547283280456e-09,3.5801265060813507e-12,385445.89595471596,789.7337881061803,0.702689606209723,0.9991784124654189
5768,YANBAR03_clean,6.24e-09,1.3e-09,6,2,4.400891108,0.019470357,1808.746513,1.1038000404686952e-09,3.052134828653313e-12,243485.3030445651,673.2650357323485,0.7216859374329966,0.9989402241723531
5769,YAPLIM_clean,8.87e-08,2.46e-08,6,2,1.766002633,0.35655554,964.2620031,3.3565838948131433e-09,5.638532531155555e-10,740422.9179734875,124379.39406960782,0.6633542863184039,0.9326939369177822
5770,YAPLOS_clean,1.23e-07,3.19e-08,6,2,1.14779054,0.257779371,838.0446829,2.629192674955114e-09,4.594251424112414e-10,579968.9724165692,101343.78141424443,0.6870364757899452,0.9333627477963969
5771,YAPLUY_clean,1.15e-07,3.07e-08,6,2,1.432896695,0.290733162,987.3720793,3.615605594530856e-09,5.875198310161263e-10,797560.0576171005,129599.9627241455,0.653713806657457,0.9335257403238252
5772,YAPMAF_clean,1.02e-07,3.04e-08,6,2,1.630107265,0.322864341,1006.273407,3.718089473674537e-09,6.584433288448763e-10,820166.7956635009,145244.85195107566,0.6517851219597266,0.9278398088873856
5773,YAPXIX_clean,1.26e-09,5.24e-10,6,2,3.38142499,1.088574353,1528.473447,1.4471571268664278e-10,5.8124070978023304e-11,31922.58368087708,12821.486245152199,0.7479709703116797,0.8775854875098008
5774,YAQCEY_clean,3.98e-08,1.19e-08,6,2,6.553371891,0.14001827,1091.715884,6.327687187758221e-09,1.212690677312992e-10,1395813.350240784,26750.529646610117,0.49785186722428715,0.9888035817548665
5775,YAQKEI_clean,2.05e-08,4.76e-09,6,2,3.813262652,0.056217097,1917.453176,3.330909510033144e-09,3.4206518643706295e-11,734759.4507426053,7545.555583170506,0.6474899961490217,0.9953843678526297
5776,YARBAW_clean,9.84e-09,2.33e-09,6,2,3.15453737,0.302828635,1190.167969,8.209685478735339e-10,5.5984764908804825e-11,181096.00320739718,12349.5804945893,0.730835638718859,0.9752078390276379
5777,YARBIE_clean,9.84e-09,1.47e-09,6,2,3.887982011,0.429234277,1295.438322,1.1013454751153978e-09,5.4492560091092795e-11,242943.85480486718,12020.417667152822,0.7231464611675108,0.9815172131021528
5778,YARBUQ_clean,2.17e-08,8.27e-09,6,2,3.73059506,0.651116181,1198.498852,2.156070479069003e-09,4.302395801565146e-10,475603.7821475742,94905.78974040764,0.7020245778782832,0.9270381491316888
5779,YARDEC_clean,2.62e-08,3.86e-09,6,2,6.562738845,0.487909412,1039.457278,3.971737564188276e-09,1.3050942791528458e-10,876118.5803356491,28788.844393077477,0.6235369966568729,0.9847259559929438
5780,YARDIG_clean,2.7e-08,4.38e-09,6,2,6.419092282,0.43102004,1030.304647,3.96817236459986e-09,1.2967192944734075e-10,875332.1392499692,28604.102083972222,0.6236676783924187,0.9848124612021794
5781,YARGAB_clean,6.91e-08,1.3e-08,6,2,9.437435876,0.363499614,961.2181799,1.3929692312300696e-08,3.0281544571497493e-10,3072726.2453604476,66797.524790068,0.08756308535223116,0.9699069597179404
5782,YARGOP_clean,4.25e-08,8.3e-09,6,2,5.931114253,0.365508845,914.0975774,5.1204162160638045e-09,1.8487461485213393e-10,1129503.577072898,40781.165040911896,0.5694976355854625,0.9815320485841539
5783,YARKAF_clean,7.86e-09,2.57e-09,6,2,2.621441372,0.057640109,1329.557825,6.087758445982601e-10,1.3130276996256236e-11,134288.7892496162,2896.3846315271107,0.735293139010644,0.9920771994847686
5784,YARKEJ_clean,3.25e-08,4.68e-09,6,2,5.103868911,1.002340352,1220.985472,4.5007081826225e-09,3.8183901843090634e-10,992803.2755784927,84229.19524211169,0.6074795554066921,0.960623382464172
5785,YARKOT_clean,7.24e-08,5.47e-10,6,2,13.93974976,2.313916185,962.805355,2.159332528576108e-08,8.124229593231508e-11,4763233.518917886,17921.094690951857,0.05052616976296713,0.9900079718992637
5786,YARSAN_clean,1.33e-08,3.65e-09,6,2,4.669832633,0.709849075,1294.56744,1.7867554796263535e-09,2.2361055828688543e-10,394137.2381528721,49325.85844563649,0.7077328869562787,0.9532394340686018
5787,YARSIV_clean,6.39e-09,7.92e-10,6,2,2.095551044,0.353229749,1756.118592,5.225651331371842e-10,3.275254379582557e-11,115271.72054496712,7224.8258373144645,0.7380136987241362,0.9775569412117774
5788,YARXEX_clean,9.42e-08,2.67e-08,6,2,0.763976622,0.178940503,988.7838184,1.5813201636094729e-09,3.1494158340450687e-10,348820.624325619,69472.40810393533,0.716476077975694,0.9293790214165211
5789,YARYEV_clean,5.34e-08,9.61e-09,6,2,0.522851773,0.098602827,1122.933621,6.967250305120433e-10,7.093745120730176e-11,153689.3449658919,15647.967178081271,0.7345040978229838,0.9638605368443531
5790,YARYIZ_clean,4.78e-08,7.94e-09,6,2,0.504944358,0.095068698,1116.034483,5.985997351569198e-10,5.6162237670799354e-11,132044.05922579113,12388.728897970444,0.7366666398439163,0.966755834215277
5791,YARYOF_clean,3.69e-08,5.01e-09,6,2,0.643613836,0.086029809,1225.893313,6.469815561194766e-10,3.522476476897025e-11,142716.5197322375,7770.168699037556,0.734874971910755,0.9802787974799108
5792,YARYUL_clean,1.34e-07,3.11e-08,6,2,0.56136727,0.149806573,1019.104663,1.7035628519263493e-09,3.1653284983813877e-10,375785.92321904766,69823.42275841297,0.7128779271410661,0.9332064609953624
5793,YARZEZ_clean,5.91e-08,1.35e-08,6,2,1.032754118,0.208516956,959.1728758,1.3009745217280099e-09,1.8000342750562391e-10,286979.6739105904,39706.63842035821,0.7209113676753773,0.9501065606126422
5794,YARZEZ01_clean,4.53e-08,9.24e-09,6,2,1.482984284,0.274356564,1028.715765,1.5357397742793572e-09,1.738567123327074e-10,338766.12667927,38350.745367508986,0.713918764489275,0.9580502037099019
5795,YARZEZ02_clean,1.13e-07,2.45e-08,6,2,0.962192858,0.225634915,762.0055613,1.8411373977516215e-09,2.8082726475397293e-10,406133.2495040342,61947.19075455285,0.7076769676341743,0.9437128810310642
5796,YARZEZ03_clean,8.71e-08,1.78e-08,6,2,1.005833005,0.232963911,810.6619849,1.5782337676690732e-09,2.2410791731490794e-10,348139.8016917073,49435.56999593558,0.7140528252966211,0.9480811883355281
5797,YASLOW_clean,5.9e-08,5.18e-09,6,2,12.86488011,0.514382557,827.1280293,1.3951406067140866e-08,1.4692559966070077e-10,3077516.0442222496,32410.058748683994,0.08929532653752123,0.9850991114868917
5798,YASLUA_clean,3.07e-08,7.57e-09,6,2,1.09258811,0.229957108,1707.725101,1.2729176069641172e-09,1.9818437919474712e-10,280790.6485950258,43717.14246942951,0.7222007952501831,0.9444486432940555
5799,YASVUM_clean,1.03e-07,1.46e-08,6,2,14.68810091,1.017017391,881.8375091,2.9646875265511908e-08,8.729282405830656e-10,6539751.896804097,192557.7001286174,0.04640306738370518,0.8952804410600347
5800,YATDUV_clean,1.17e-07,1.68e-08,6,2,5.949501753,0.291006399,890.1903228,1.3770091103605815e-08,2.901372098941968e-10,3037520.0963836354,64000.85512371988,0.09087826059215756,0.9712828572571729
5801,YATVUN_clean,6.44e-08,1.45e-08,6,2,6.793129497,0.870813542,903.9454766,8.787907623148095e-09,7.609290301778268e-10,1938509.0345179618,167851.99195099119,0.3403059045355489,0.9394590507067309
5802,YATWAU_clean,6.48e-08,1.58e-08,6,2,6.938695086,0.891808059,923.8548303,9.230899638499162e-09,8.678425794346902e-10,2036227.8614336387,191435.86311059343,0.30752053881328845,0.931568601674125
5803,YAVSOG_clean,4.13e-08,6.49e-09,6,2,4.399151711,0.622802712,1587.7707,6.410534780272924e-09,4.2785017719879727e-10,1414088.5544719684,94378.71555855822,0.5024065902939014,0.9627054190217538
5804,YAVWAW_clean,6.69e-08,5.59e-09,6,2,5.6440222,1.137428309,1463.723294,1.228177965877645e-08,6.204453959508843e-10,2709216.1012006872,136862.95498916565,0.1277197419864788,0.9442134764289577
5805,YAVWUQ_clean,8.63e-08,3.37e-09,6,2,11.71602996,2.242707413,747.7809979,1.6801698240337175e-08,3.767781291446816e-10,3706256.964780259,83112.82260544447,0.057261390568171124,0.9594648839788886
5806,YAVZAX_clean,7.73e-08,2.02e-08,6,2,1.370101931,0.371920541,1509.608571,3.5529100418980144e-09,7.560919743850699e-10,783730.1563010326,166784.99434964778,0.6617170648401565,0.9163531318713592
5807,YAVZUT_clean,5.04e-08,3.77e-09,6,2,8.92259134,1.507945356,854.4739621,8.53901661142762e-09,3.2384301080019923e-10,1883606.6054619753,71435.95826474983,0.3517339002680885,0.9725132724600257
5808,YAWBAC_clean,6.42e-08,3.42e-09,6,2,8.927579064,1.404648106,856.0385136,1.0903088157110072e-08,2.7415469590841534e-10,2405092.975833104,60475.3005680328,0.1957534622407125,0.9754377072972548
5809,YAWFOS_clean,3.65e-08,1.01e-08,6,2,0.451013331,0.102187022,1388.335953,5.078837295311116e-10,9.5525743825552e-11,112033.17563186285,21071.85525563647,0.7399811589320051,0.9365053137304373
5810,YAXBOP_SL,6.1e-08,1.97e-08,6,2,11.01423867,0.302641415,1129.975566,1.6871001224149614e-08,4.4913032419536133e-10,3721544.3876800616,99072.86563132971,0.05641240378822829,0.952014349696981
5811,YAZWOM_clean,5.11e-09,4.44e-09,6,2,2.969093749,0.04365971,1424.694765,4.803459413396003e-10,1.8411721042411775e-11,105958.66353079418,4061.409053473186,0.7387198244913235,0.9861477712789825
5812,YEDKOI_clean,1.88e-08,7.02e-09,6,2,14.1276658,1.295856124,1084.024576,6.398156761329699e-09,6.574182663560165e-10,1411358.1091168453,145018.73522559187,0.510684713651889,0.9448275960149756
5813,YEDKUO_clean,7.71e-08,1.63e-08,6,2,15.57129454,2.019947569,827.48197,2.2076240858148186e-08,1.816330943812877e-09,4869759.012826805,400661.23760578164,0.044874845876317716,0.8172786785917614
5814,YEDLAV_clean,1.48e-08,7.86e-10,6,2,12.28167344,2.199832851,1258.829258,5.084796488431287e-09,1.4510681127073376e-10,1121646.284212784,32008.855427367744,0.5700433599738544,0.9853427398796794
5815,YEFNEC_clean,1.33e-07,2.72e-08,6,2,0.685633409,0.185884015,1030.091578,2.087406036165374e-09,3.4721263911653725e-10,460457.2138600089,76591.02333453028,0.7018282094710294,0.9382334454816673
5816,YEFNIG_clean,1.32e-07,2.59e-08,6,2,0.68498854,0.187061227,1033.007159,2.0756209925820095e-09,3.3365344630361294e-10,457857.5718930903,73600.02491991462,0.7018139198940488,0.9401536968601969
5817,YEFNOM_clean,1.33e-07,2.65e-08,6,2,0.694364395,0.19044571,1036.422594,2.126980178010438e-09,3.4870861830139e-10,469186.8039728907,76921.01874295367,0.7005994611276727,0.9388962698474328
5818,YEFPAA_clean,1.32e-07,2.54e-08,6,2,0.696675538,0.188508216,1037.205378,2.1196138032216206e-09,3.310834719988398e-10,467561.8683577105,73033.11882327349,0.7003259845387969,0.9415413126593992
5819,YEFPEE_clean,1.15e-07,2.04e-08,6,2,0.789470394,0.20999954,1161.521725,2.3434112576813467e-09,3.3172987801200895e-10,516928.9539002971,73175.70838500197,0.6929879169369982,0.9458285663285865
5820,YEGHEZ_clean,2.56e-08,5.73e-09,6,2,3.003080023,0.706292381,1213.552934,2.073256717055111e-09,3.2742105904771924e-10,457336.0405268628,72225.23361346747,0.7017095942873396,0.9411152986578241
5821,YEGKIG_clean,3.15e-08,2.74e-09,6,2,2.691272197,2.101803593,5176.505181,9.751969129876227e-09,1.9874128197858955e-09,2151169.661002109,438399.8867174769,0.2689997259364079,0.8630801784828397
5822,YEGKOM_clean,5.7e-08,1.04e-08,6,2,2.614524924,0.430765027,1127.596527,3.734297017139296e-09,3.367722095561278e-10,823741.9890748446,74287.98740208702,0.640602542867627,0.9607141669948992
5823,YEHGID_clean,8.8e-09,2.21e-09,6,2,6.552828776,0.701901436,1049.53362,1.3449165363852435e-09,1.0853592217121968e-10,296672.76537909784,23941.74753776905,0.7177004533522765,0.9699053787910759
5824,YEKQOW_clean,2.57e-08,5.61e-10,6,2,11.25440061,2.662806486,1231.447703,7.91514641203413e-09,1.2263859920886075e-10,1745988.1791251758,27052.632178425167,0.39215901480696097,0.9892232726747786
5825,YEKXET_clean,5.73e-08,4.81e-09,6,2,10.476082,0.908346619,985.2544955,1.3142846101158577e-08,2.8698146380932695e-10,2899157.228196745,63304.73466382211,0.10556764959155555,0.9722159357464583
5826,YEKXOD_clean,8.21e-08,9.12e-09,6,2,8.000602016,0.891791095,977.2820303,1.426504755927377e-08,5.298910984504365e-10,3146701.667486861,116887.74230524334,0.07859069160482123,0.9481724325040669
5827,YEKXUJ_clean,1.05e-07,1.63e-08,6,2,8.154042245,0.730895453,941.8734658,1.7920177402348112e-08,7.48073323020634e-10,3952980.3093414954,165016.1741957281,0.05137572413291783,0.9208693124365877
5828,YELYOE_clean,1.99e-08,2.09e-09,6,2,4.145542753,0.391280861,2171.108193,3.9801865450189895e-09,1.1836548957597972e-10,877982.3261071299,26110.034465289646,0.6227620044783315,0.9861306625249087
5829,YEMFOM_clean,7.97e-08,1.6e-08,6,2,5.403196858,0.181401866,1719.02822,1.64505190179167e-08,3.3262392193563575e-10,3628790.9598345663,73372.92395639024,0.059370469765612534,0.964359218477104
5830,YEMMAF_clean,5.08e-08,1.62e-08,6,2,1.091241805,0.076561055,1331.1985,1.6398911169072722e-09,1.100713985003709e-10,361740.6875530748,24280.455551552408,0.7090130805563162,0.9743025845629151
5831,YENLUA_ion_b,4.2e-08,1.12e-09,6,2,5.404086514,2.161298461,794.8296186,4.008972821283755e-09,1.2826718101399234e-10,884332.2399890637,28294.231106027724,0.6218051015988904,0.9850713825915175
5832,YEYCUC_SL,1.24e-08,2.35e-09,6,2,8.885729854,1.748149143,555.708488,1.3606590272020158e-09,1.5219560633862072e-10,300145.3736475035,33572.56022175457,0.718441993924147,0.9589500232114633
5833,YEYDAJ_clean,9.95e-09,2.13e-09,6,2,9.57011815,1.619685276,941.1946451,1.9916238302167884e-09,2.1647035340962922e-10,439328.78607723274,47750.81325212409,0.7011144429093075,0.958479041703302
5834,YEYFEP_clean,3.02e-08,3.92e-09,6,2,9.609002572,0.951491569,1195.569119,7.709876611825293e-09,2.972859888393473e-10,1700708.076137932,65577.79165573839,0.4107039139303375,0.9745469204299115
5835,YEZFIU_clean,3.41e-08,6.71e-09,6,2,1.829354732,0.174697265,1158.82471,1.6064142226173035e-09,9.05597289999344e-11,354356.07851852285,19976.410808809058,0.7094769384029458,0.9783290157579294
5836,YEZKEV_clean,2.6e-08,3.65e-09,6,2,2.704904832,0.349607533,1095.632908,1.712292253791838e-09,9.32067693896107e-11,377711.526571729,20560.31677712001,0.7063271826960664,0.9789046390813443
5837,YEZKIZ_clean,2.58e-08,2.63e-09,6,2,2.586531453,0.351596252,1116.924474,1.6563372287058488e-09,6.885453244739932e-11,365368.50633217255,15188.49980457338,0.7073499956203958,0.9838267926351016
5838,YIBMUT_clean,1.46e-08,5.25e-09,6,2,7.641661795,0.463104768,1439.924837,3.5699980393952832e-09,2.33392620151713e-10,787499.5675136654,51483.66620993669,0.6441300361410844,0.9713213905073066
5839,YICDAR_clean,9.23e-08,1.39e-08,6,2,14.57442698,1.173578077,895.7502196,2.677735025100549e-08,9.741424133765261e-10,5906768.437721799,214884.35589188075,0.046353269298180094,0.8869163644310499
5840,YICREI_clean,4.99e-08,1.33e-08,6,2,6.0307844,0.172061812,1842.472881,1.2321481771935045e-08,2.8109037725293876e-10,2717973.9202797893,62005.230276383554,0.13128573995399354,0.9735707366363683
5841,YIDSOT_clean,2.52e-08,4.45e-09,6,2,5.075772596,0.427579745,1499.103695,4.261101294040272e-09,1.9015929143887518e-10,939948.8148618247,41946.902523281286,0.6123733780166324,0.9789681220667038
5842,YIJCEB_clean,2.58e-08,7.95e-09,6,2,6.81166314,2.37113529,1187.56977,4.63787979766604e-09,1.4924209532216172e-09,1023061.7200733911,329210.5043871215,0.6391312230393118,0.8754440207975149
5843,YILJAG_clean,4.94e-08,9.52e-09,6,2,3.700527328,0.406261924,787.7721068,3.2002112699290446e-09,2.031198698777071e-10,705928.9566019952,44805.85364949421,0.6580291139849463,0.9728764454638744
5844,YILJUA_clean,4.32e-08,7.62e-09,6,2,9.634787261,0.393404737,1066.481426,9.864308791025197e-09,2.131358932147448e-10,2175950.4686084995,47015.27056207606,0.25842407144507984,0.9812744860297218
5845,YILKAH_clean,3.8e-08,7.76e-09,6,2,9.922897149,0.46790182,1049.26188,8.792117183756502e-09,2.539855984049936e-10,1939437.614063934,56026.234942277995,0.33245077250197824,0.97817832453941
5846,YINCEF_clean,3.3e-08,2.56e-09,6,2,7.599137824,0.980786932,1141.713051,6.362425542006262e-09,1.9110864904783352e-10,1403476.2225013813,42156.319642904455,0.4978906184269809,0.9826037985564159
5847,YINCIJ_clean,3.07e-08,2.85e-09,6,2,7.311464894,0.945109279,1151.582046,5.744141716622524e-09,2.0679046666883688e-10,1267090.0845490862,45615.54411812578,0.5356418830088315,0.9804936582123922
5848,YINCOP_clean,2.81e-08,2.58e-09,6,2,6.820916403,0.991181278,1184.50096,5.045125221574984e-09,2.0193749015590466e-10,1112895.26946507,44545.034593214266,0.5740413118119395,0.9797403973482779
5849,YINCUV_clean,2.06e-08,5.92e-09,6,2,4.959476757,0.549144596,1404.852877,3.1894912205336282e-09,3.0447245361541656e-10,703564.2398235945,67163.04123869483,0.661647298890839,0.960176842001144
5850,YINDOQ_clean,1.15e-08,1.69e-09,6,2,5.479614918,0.277427938,1355.29059,1.8978758034371947e-09,4.236215671192738e-11,418649.0742876165,9344.593392336923,0.6990722978331779,0.9910668320771631
5851,YINPEQ_clean,1.13e-07,1.17e-08,6,2,6.675401061,0.736323923,666.819532,1.1177678281980902e-08,3.8297623551350606e-10,2465664.326907552,84480.05195150868,0.18025039077334737,0.9658916831985978
5852,YINXIE_clean,2.81e-08,6.37e-09,6,2,4.284262388,0.195908785,1277.377942,3.417348574400392e-09,1.062726467360827e-10,753826.8914118512,23442.495603547653,0.646301442601634,0.9861536621623082
5853,YIPDOR_clean,1.79e-07,4.45e-08,6,2,1.824964285,0.445972023,448.2503771,3.2539850284712323e-09,5.930578115412064e-10,717790.8151039482,130821.57607526612,0.6682718297904999,0.9281618727351586
5854,YIRHOY_clean,6.51e-08,1.67e-08,6,2,2.245605421,0.072567778,3276.129901,1.0642974861547445e-08,2.64685500321822e-10,2347715.042988407,58386.507423931325,0.21041391204709586,0.9764435804884187
5855,YISFEL_clean,2.29e-08,2.64e-09,6,2,6.934112181,0.011382095,1768.46836,6.2403812916993384e-09,3.5426819785304997e-12,1376554.6966983834,781.473965852316,0.4995254765789309,0.9996643027435136
5856,YIVNIC_clean,1.68e-08,6.09e-09,6,2,2.060934835,0.044947646,1609.974656,1.2387397314198827e-09,2.938001578818508e-11,273251.41134262114,6480.885835629061,0.7185831013391438,0.9909334763907678
5857,YIVTII_clean,1.03e-07,2e-08,6,2,8.890449272,1.042005519,1151.011684,2.3422225150497183e-08,1.5991473695486455e-09,5166667.312609673,352753.09622396587,0.04504902996689994,0.8327431009941916
5858,YIWBEN_clean,3.19e-08,6.61e-09,6,2,6.133142322,0.365874374,1082.569001,4.706703049620793e-09,1.7454112861354783e-10,1038243.3197692926,38501.71954710614,0.5904141280632537,0.9817287379502155
5859,YIWBIR_clean,3.24e-08,1.16e-08,6,2,6.735409394,0.567573448,1133.715435,5.4979470655356955e-09,4.976143087018488e-10,1212782.4409269916,109767.86221364311,0.5594955466668948,0.9545969260203522
5860,YIWLEV_clean,5.79e-08,1.28e-08,6,2,0.581251398,0.142004794,1222.590467,9.143470446544535e-10,1.481503636588363e-10,201694.20102671767,32680.227277684477,0.7307541887199122,0.9434737965226421
