,Adsorbent,D_H2(m^2/s),D_N2(m^2/s),P_H2(bar),P_N2(bar),q_H2(mol/kg),q_N2(mol/kg),Density(kg ads/m^3),a_H2(mol/(mm^2 bar s)),a_N2(mol/(mm^2 bar s)),P_H2(Barrer),P_N2(Barrer),Pu_ret_0.7,Pu_perm_0.7
3167,MOCKAR_clean,1.15e-07,1.15e-08,6,2,14.45517939,1.453705343,748.6106246,2.7654435561401976e-08,8.343321030191504e-10,6100243.138544554,184043.84625422434,0.04674625368643843,0.9007617657894003
3168,MOCKEV_clean,1.08e-07,1.01e-08,6,2,13.01343776,1.247714358,767.8254951,2.3980918298460084e-08,6.450714424143174e-10,5289908.448189724,142295.17112080532,0.04787083760938282,0.9239713336256208
3169,MODMIB_clean,4.84e-08,6.83e-09,6,2,0.606090681,0.082119628,1395.224411,9.095247477574087e-10,5.2169957641436075e-11,200630.45906413425,11508.078891493251,0.7283557766044327,0.9789168129438809
3170,MODNOI_ion_b,2.99e-08,5.33e-09,6,2,0.503387769,0.083672899,1596.910117,5.341236473465724e-10,4.747896448710642e-11,117821.39279703805,10473.300989802887,0.7380958165322952,0.9685454061695845
3171,MODNUO_ion_b,2.84e-08,4.46e-09,6,2,0.540166542,0.081568533,1605.326477,5.472639936196571e-10,3.8934053379244606e-11,120719.9985925714,8588.394127774545,0.7375415308669837,0.9745917156385046
3172,MOFBIU_clean,1.65e-08,7.67e-09,6,2,2.371835598,0.152819983,1351.532174,1.1753911114496942e-09,1.0561136133100235e-10,259277.45105507958,23296.623823015223,0.7224522284170585,0.9670006613009972
3173,MOFKUO_clean,5.69e-08,1.62e-08,6,2,1.175723804,0.275447107,775.2687623,1.1525435620264248e-09,2.3062918074084617e-10,254237.55044700546,50874.08398695136,0.7264407340609808,0.9306314914239271
3174,MOFLAV_clean,2.85e-08,1.16e-08,6,2,1.06405157,0.213428413,796.7049628,5.368989387796166e-10,1.3149719464931236e-10,118433.58943668014,29006.7341138189,0.7401536473714895,0.9192538996988602
3175,MOKVOZ_clean,9.02e-08,5.14e-09,6,2,11.48473785,2.506252099,724.6082972,1.6680859058275013e-08,6.223001652176683e-10,3679601.262854782,137272.0952686033,0.0559277797370506,0.9351850595933328
3176,MOLKAB_clean,4.27e-08,6.24e-09,6,2,7.646210607,0.341738336,1190.039844,8.63422018596155e-09,1.6917981020189996e-10,1904607.3939621064,37319.07577983087,0.34236195791156765,0.9852820125483647
3177,MOLQEL_clean,5.91e-08,1.02e-08,6,2,15.12717968,0.909402356,923.0090301,1.8337447457221934e-08,5.707828788759062e-10,4045025.1743871914,125907.98798733225,0.0514959138397551,0.9377813416416163
3178,MOMRIR_clean,1.42e-08,9e-10,6,2,4.432517698,0.801428565,1404.995496,1.9651750467366688e-09,6.75602114514446e-11,433494.49560367694,14902.987820171602,0.6976530186326334,0.9862800941802494
3179,MOPKEJ_clean,1.65e-08,3.19e-09,6,2,2.812304324,0.340793713,1746.443597,1.8008946558039111e-09,1.2657430823425273e-10,397256.1740743922,27920.803286967515,0.7045384034907773,0.9728601440394817
3180,MOPQIT_clean,1.07e-08,1.5e-09,6,2,6.699889534,0.037941195,1336.882138,2.1297666732662633e-09,5.072290588987491e-12,469801.4720440287,1118.8876299237113,0.69046252842687,0.9990183582174801
3181,MOQNUB_clean,2.8e-08,1.79e-08,6,2,4.216228213,0.081186194,1615.908365,4.239223917062215e-09,1.5655274367515467e-10,935122.9228813709,34533.69345775471,0.6122698073437938,0.9825111307809304
3182,MORFEG_clean,1.1e-08,5.2e-10,6,2,3.050206438,0.63399977,1338.038345,9.976494425846337e-10,2.9408288103347596e-11,220069.72998190447,6487.1223757384405,0.7253447248982696,0.988943536949536
3183,MORZID_clean,1.39e-08,6.17e-09,6,2,2.11505944,0.530826309,1832.191893,1.1970046033915018e-09,4.0005278812236225e-10,264045.1331010666,88246.93855640345,0.7296989957372916,0.891118387119713
3184,MOSDUT_clean,5.13e-08,1.21e-08,6,2,2.012273627,0.365162478,1121.812819,2.573429559118816e-09,3.304461187294858e-10,567668.2850997387,72892.52619032774,0.6850911794773987,0.9497363881623127
3185,MOTMAK_clean,5.14e-08,1.32e-08,6,2,11.61655839,0.160860449,997.4575129,1.3234955662745716e-08,1.411972877774952e-10,2919475.513840967,31146.460539153355,0.1052717638981519,0.9860262878146625
3186,MOVFOU_clean,4.63e-09,2.19e-09,6,2,3.014371819,0.184083,1260.554348,3.909550910791515e-10,3.3878807402261066e-11,86240.09362040108,7473.266338734059,0.7413618827826297,0.969554241725541
3187,MOXBOS_clean,6.57e-08,1.02e-08,6,2,4.713039018,0.705273183,1390.542873,9.568376912310196e-09,6.668845667342991e-10,2110671.3777154842,147106.88972080126,0.2807298889150994,0.9455102668026946
3188,MOXKAN_clean,1.41e-08,3.36e-09,6,2,1.002379054,0.178785225,1492.605467,4.687956895487623e-10,5.977570015285681e-11,103410.81387105052,13185.816210189003,0.7400643071041474,0.9558474222680758
3189,MOXNIY_clean,1.45e-08,1.78e-09,6,2,5.439693263,0.728634746,1119.376614,1.9620321928014557e-09,9.678651445200066e-11,432801.2190003211,21349.96642323544,0.6986007399316444,0.9805000228392234
3190,MOXNUJ_clean,6.7e-08,1.26e-08,6,2,2.717809756,0.215504503,746.0994618,3.0191039677148463e-09,1.3506174671117226e-10,665978.8164076867,29793.032362758586,0.6628616190518873,0.9808763685422889
3191,MOXNUK_clean,1.51e-08,1.13e-09,6,2,5.172553398,0.909586611,1194.148281,2.072658128975475e-09,8.182565702528536e-11,457203.99903870776,18049.777284989417,0.69459211094286,0.9841777453124676
3192,MOXPAR_clean,5.85e-08,1.86e-09,6,2,9.885271996,3.718515821,1286.681457,1.6534955027050958e-08,5.93283623950787e-10,3647416.5500847697,130871.38763620303,0.05681151079344412,0.9382374482283754
3193,MOXPUL_clean,3.66e-08,7.71e-09,6,2,5.513646416,0.316782651,744.5168352,3.338735431775742e-09,1.2122690861915604e-10,736485.7570093549,26741.22984246089,0.6499510569421761,0.9839967111453232
3194,MOYMET_clean,4.05e-08,1.07e-08,6,2,6.69361421,0.159867358,1001.870923,6.035523702100754e-09,1.1425207302881574e-10,1331365.522522225,25202.66316812112,0.515442709139103,0.9892562198753488
3195,MOYMUJ_clean,2.5e-08,6.06e-09,6,2,5.106816024,0.477799021,1113.591256,3.159392039070603e-09,2.1495741601202804e-10,696924.7145008683,47417.07706147677,0.659989317246653,0.9711087604201852
3196,MOYNIY_clean,6.35e-09,1.16e-09,6,2,4.174885175,0.289382408,1262.197777,7.435893444040419e-10,2.8246605680892546e-11,164027.06126559747,6230.868900196885,0.7321618361330184,0.9860430128164175
3197,MOYTUR_clean,1.76e-08,6.98e-09,6,2,4.872911088,0.137440318,1435.157634,2.73519470311861e-09,9.178631204984478e-11,603351.7727467522,20246.980599230465,0.6720709066944619,0.9858408334152936
3198,MOYYEF_clean,7.32e-08,1.89e-08,6,2,10.28837245,0.593215117,950.2390392,1.590296539362679e-08,7.102571651494144e-10,3508007.072123557,156674.374665312,0.059299268664076,0.9283323123305322
3199,MOYYIJ_clean,4.36e-08,7.17e-09,6,2,8.752912538,1.135534517,730.5872252,6.1958178054006435e-09,3.9655215168526144e-10,1366724.515897201,87474.73934233708,0.5148623783495896,0.9648584690545199
3200,MUBZOA_auto,6.23e-08,1.2e-08,6,2,7.29615359,1.343895882,441.6330872,4.460988502175312e-09,4.748071097944215e-10,984041.5813622011,104736.86245465181,0.6125196746958194,0.9516559585118495
3201,MUBZUG_auto,4.2e-08,1.12e-08,6,2,7.545604438,1.353979641,469.4868905,3.306391540236979e-09,4.74637849618536e-10,729351.0750522749,104699.52565114765,0.6624838709946211,0.9416744588220464
3202,MUDLON_clean,4.61e-08,7.8e-09,6,2,7.265318742,1.320349242,628.4023485,4.677145531097894e-09,4.3144949354675737e-10,1031723.2789186531,95172.68240002001,0.6005604180140716,0.9568560569635072
3203,MUDTAH_clean,1.18e-07,4.28e-09,6,2,9.827883394,2.325540925,562.2272259,1.4489098373669355e-08,3.7306831802353247e-10,3196124.641250593,82294.48191695569,0.07728881664339893,0.9625313503774584
3204,MUDTEL_clean,1.23e-07,7.96e-09,6,2,10.0173113,2.340835046,559.2788509,1.5313418964788997e-08,6.94737939733313e-10,3377960.0657622786,153251.01611764258,0.06390598693429242,0.9310066678270513
3205,MUFZIY_clean,2.85e-08,4.41e-09,6,2,6.438620006,1.089585966,1297.48782,5.290886322415774e-09,4.1563500880001263e-10,1167107.2770034797,91684.19311764985,0.5681557029402546,0.9608432269709932
3206,MUGHED_clean,5.03e-08,1.48e-08,6,2,7.050953147,0.230790307,1441.000895,1.1357102638002942e-08,3.2813478509173376e-10,2505243.2289712373,72382.6731820001,0.17173322897466503,0.9703769570966729
3207,MUGQAI_clean,1.29e-08,2.33e-09,6,2,1.201427789,0.289016684,1869.248676,6.437866271173858e-10,8.39179097071841e-11,142011.75598177625,18511.303611878844,0.7362138883458456,0.9544942426531665
3208,MUHNAG_clean,1.13e-08,3.22e-09,6,2,3.653520988,0.25393478,1403.367353,1.2875049440460537e-09,7.649942478261498e-11,284008.44353957067,16874.873113812126,0.7184759549839317,0.9776620458747333
3209,MUHNUA_clean,5.88e-09,2.12e-09,6,2,1.530213284,0.344902725,1132.424357,2.26425837109657e-10,5.52014428507751e-11,49946.87583301257,12176.788864141567,0.7459384602504431,0.9206890238066905
3210,MUHPAI_clean,9.47e-09,1.1e-09,6,2,0.938625734,0.283534779,1522.204027,3.006787864260394e-10,3.16505040418127e-11,66326.20288809693,6981.728832752802,0.7435430821731714,0.9635151466595794
3211,MUJPUE_clean,2.25e-08,6.06e-09,6,2,2.606601845,0.237813962,1399.547992,1.8240321890566228e-09,1.344641494066124e-10,402360.0417036668,29661.209427929203,0.7040432080980438,0.9715495944098558
3212,MUJRIT_clean,3.36e-08,6.39e-09,6,2,4.444883164,0.126921127,1306.457955,4.335932883261184e-09,7.06380914273807e-11,956455.78307232,15581.93193251045,0.6048976253154745,0.9920787832314314
3213,MUKQUG_clean,6e-08,6.24e-09,6,2,13.06888999,2.077564682,820.0158307,1.4288928908635691e-08,7.087125462739761e-10,3151969.6121990494,156333.64991337707,0.07575115031286744,0.932065090809998
3214,MUKRAN_clean,4.59e-08,3.16e-09,6,2,13.63987093,1.418004934,902.0129706,1.2549407306093287e-08,2.6945506289221595e-10,2768251.611638225,59438.6168144594,0.12353553052264453,0.9744143456371372
3215,MULQOA_clean,1.25e-07,1.6e-08,6,2,9.409309865,0.327750381,1292.174032,3.377351629609563e-08,4.517445667267265e-10,7450040.359432859,99649.53677795437,0.04788371833689479,0.9414018824745032
3216,MULXUO_clean,3.09e-08,5.16e-09,6,2,8.753190875,0.843688206,1333.32838,8.014002762313578e-09,3.869702195522938e-10,1767794.7269809362,85361.07784241776,0.3910446904824137,0.967448989023102
3217,MUMYAW_clean,1.06e-08,2.29e-09,6,2,0.186865259,0.040857703,1256.214151,5.529496658827664e-11,7.835773102055822e-12,12197.419100355142,1728.4793607476079,0.7488839813864643,0.9522838112705654
3218,MUNDAC_clean,4.29e-08,7.72e-09,6,2,5.857002538,0.544853283,1372.807857,7.665313944512358e-09,3.8495979063527045e-10,1690878.0759953728,84917.6008754273,0.41605070499181424,0.9674849771509542
3219,MUNDEG_clean,7.96e-08,1.68e-08,6,2,4.886269376,0.600257066,869.8711409,7.518529054687329e-09,5.848038546948716e-10,1658499.0561810283,129000.85030033931,0.43178898272172866,0.9520523667537165
3220,MUNDOQ_clean,8.57e-08,1.75e-08,6,2,4.891907258,0.629395215,845.7992509,7.879775045789762e-09,6.210656682615519e-10,1738185.6718653888,136999.77976357762,0.4063334194721192,0.9495980004890299
3221,MUNNUF_clean,4.14e-08,7.04e-09,6,2,8.010435133,0.585046094,937.3815915,6.9081276788927305e-09,2.5738776856065556e-10,1523851.6938733964,56776.71365308578,0.4647277765484786,0.9773777910256006
3222,MUNPAN_clean,6.79e-08,1.12e-08,6,2,8.16069044,0.501901138,851.3852451,1.0483596180604228e-08,3.190590467994339e-10,2312557.9810156384,70380.67208811041,0.21957399984924755,0.9719538349559331
3223,MUNPER_clean,4.9e-08,7.35e-09,6,2,8.029113062,0.518129965,918.011386,8.026000962432642e-09,2.330681115759129e-10,1770441.3887719065,51412.08343586314,0.3867849951320172,0.9799064816636645
3224,MUPTAU_clean,1.98e-08,4.16e-09,6,2,2.407739343,0.207747892,1254.113887,1.3286149123863244e-09,7.225629253500352e-11,293076.81890874804,15938.888059191955,0.717175502948743,0.9794429725193186
3225,MUQSAU_clean,4.54e-08,9.43e-09,6,2,5.646625116,0.157874524,1191.865832,6.789841937801202e-09,1.1829322106508583e-10,1497759.2509855593,26094.092882004225,0.46838647750728496,0.989304656487826
3226,MURCAD_clean,3.91e-08,6.34e-09,6,2,10.56445855,0.445901931,1187.527619,1.0900720547535833e-08,2.2381081616220604e-10,2404570.709015257,49370.03297695721,0.19621787024123438,0.9798078807374301
3227,MURCOR_clean,3.67e-08,1.37e-08,6,2,5.788698465,0.005906006,1584.366186,7.479800991033045e-09,8.54631226331798e-12,1649956.1009631718,1885.2159404377899,0.41942846067989636,0.9992289935453657
3228,MURFIQ_clean,2.05e-08,5.38e-09,6,2,0.566063722,0.090435445,1124.240331,2.8991175904136945e-10,3.646606129737439e-11,63951.12331794915,8043.984109714939,0.7439278553908383,0.9568269817256838
3229,MURTUO_clean,2.64e-08,7.37e-09,6,2,3.156420732,0.012666654,1951.927588,3.6145147609272267e-09,1.2147917636409771e-11,797319.4325574766,2679.68771391392,0.6351174506166622,0.9984455480713245
3230,MUSCAG_clean,1.74e-08,9.92e-09,6,2,5.615069998,0.046542437,1350.702931,2.9325927149065893e-09,4.157472401547239e-11,646895.45181763,9170.895003413027,0.6632160183021766,0.9938430661321108
3231,MUSCIN_clean,5.62e-08,1.03e-08,6,2,8.777997746,0.26470422,993.1598503,1.0887757042602928e-08,1.8052027440949843e-10,2401711.112338881,39820.648766801125,0.19719690270874418,0.9836205035479605
3232,MUSSIE_clean,1.18e-08,4.12e-09,6,2,5.953578112,0.401704302,1232.66627,1.9243898690839478e-09,1.3600596370585928e-10,424497.76523910614,30001.31552335131,0.7009320803817638,0.9724946690515783
3233,MUTCEL_clean,2.09e-08,3.18e-09,6,2,7.350477345,0.946429267,998.1570535,3.40759675328283e-09,2.0027323028091554e-10,751675.7544006243,44177.918444319606,0.6497068257214952,0.9744030010432068
3234,MUTDEM_clean,2.51e-08,5.99e-09,6,2,1.87558529,0.328064493,965.8976535,1.0104832912623988e-09,1.2653943844482334e-10,222900.72601376442,27913.111421652207,0.7275821818112649,0.9552749032202313
3235,MUTDIQ_clean,4.63e-08,7.77e-09,6,2,1.62220879,0.291214721,907.0919118,1.5140022552033722e-09,1.3683411233238831e-10,333971.08570662624,30183.995367438594,0.7135346328106406,0.9661248886247512
3236,MUTVUT_clean,2.17e-08,4.23e-09,6,2,1.521425105,0.144319552,1367.297583,1.0031383745015526e-09,5.564643244544647e-11,221280.52378710717,12274.948333554368,0.7258961582453776,0.9794713432744296
3237,MUVGOA_clean,2.41e-08,4.14e-09,6,2,4.724055781,0.792925753,993.7645184,2.5142185852492186e-09,2.1748288821973267e-10,554607.0408637982,47974.16651905868,0.683749266382764,0.9653382641219912
3238,MUVGUG_clean,3.01e-08,4.81e-09,6,2,4.853270383,0.977902683,980.2611222,3.1822203419241355e-09,3.07391060715084e-10,701960.3695420887,67806.85162832736,0.6620208081334995,0.9597566943897418
3239,MUVHAN_clean,2.8e-08,5.83e-09,6,2,4.861553434,0.910335299,984.4459375,2.977916061891851e-09,3.483136946942407e-10,656893.2489467319,76833.90324137661,0.6710602693418948,0.9526316050948578
3240,MUVHER_clean,2.82e-08,5.26e-09,6,2,4.895746098,0.967708159,976.6489262,2.9963597729239786e-09,3.3141897111639004e-10,660961.7146155835,73107.12598155663,0.6698459085378949,0.954953473596456
3241,MUVJAP_clean,8.48e-08,2.49e-08,6,2,6.236572353,0.053815998,1881.506398,2.211235525472885e-08,1.6808353995591363e-10,4877725.423837246,37077.2514608633,0.049988352006998464,0.9794093654482832
3242,MUVJIX_clean,8.74e-08,2.54e-08,6,2,5.617849762,0.069545317,1425.889795,1.555804417810806e-08,1.6791763520857577e-10,3431921.509876778,37040.65482542112,0.06731621456259679,0.9821044937561978
3243,MUVLUM_clean,6.6e-08,6.06e-09,6,2,9.829750064,0.372322925,1093.423918,1.5763856280978122e-08,1.6447114373154695e-10,3477321.238451056,36280.399352547116,0.06557761823362318,0.9823560828079754
3244,MUVROM_clean,1.08e-08,1.28e-09,6,2,6.097976919,0.637146545,1427.905829,2.089760829059415e-09,7.7635009325458e-11,460976.65346898866,17125.369704145145,0.6939108625278771,0.9850711052416294
3245,MUWQEB_clean,1.01e-07,4.08e-08,6,2,2.053427452,0.479496539,722.9477608,3.331924413716747e-09,9.428905817734075e-10,734983.3265551648,207990.5695088399,0.6763555409219077,0.8952489363472738
3246,MUWRON_clean,8.5e-08,7.64e-09,6,2,13.89809982,1.901418451,774.2682214,2.032606327600089e-08,7.498445479969237e-10,4483690.428529608,165406.8855875567,0.04863907381960773,0.9169455157198616
3247,MUZKAV_clean,1.81e-07,3.51e-08,6,2,4.258651119,0.771552145,403.3832362,6.909648735809862e-09,7.28281010684335e-10,1524187.2211345283,160650.2229450739,0.47893925149961014,0.9407816286853672
3248,MUZVUA_clean,5.27e-08,9.46e-09,6,2,6.052042285,0.702186779,1051.953897,7.4558431307848e-09,4.658533601246785e-10,1644671.2788495885,102761.77061573791,0.43304903651823784,0.9610251814408077
3249,NABMUA_clean,5.73e-08,1.86e-08,6,2,10.37578844,0.381773771,1119.379706,1.4789062530504738e-08,5.299137663102093e-10,3262293.2052583983,116892.74256842854,0.0713025722253808,0.9472469208441011
3250,NABMUA01_clean,6.33e-08,2.01e-08,6,2,10.41446885,0.380957388,1122.127549,1.643881644940087e-08,5.728269252936419e-10,3626209.5108972513,126358.88057947982,0.057444987373392466,0.9403789616826332
3251,NACVUI_clean,2.58e-08,8.61e-09,6,2,3.503045674,0.488379069,1158.255173,2.326254576615043e-09,3.246931926730959e-10,513144.3919003771,71623.49838377116,0.6933540544385405,0.9465773487000096
3252,NACYAU_clean,7.2e-08,1.31e-08,6,2,6.62785436,1.163486415,588.0106698,6.23559853049672e-09,5.974843855369531e-10,1375499.6758448645,131798.0262213867,0.5190170807734288,0.9489423972174926
3253,NACYOG_clean,3.07e-08,6.92e-09,6,2,4.690373064,0.38377671,1461.934039,4.678008719169311e-09,2.588339434142045e-10,1031913.6880520539,57095.722811956875,0.5946769881135976,0.9732542638476324
3254,NACYUM_clean,3.48e-08,7.45e-09,6,2,4.67627905,0.388262288,1386.531148,5.0141437393968165e-09,2.6737441876652085e-10,1106061.118984592,58979.65119849725,0.5778715500985891,0.973421040219988
3255,NAFSOF_clean,1.6e-07,3.33e-08,6,2,5.888990594,0.864863986,437.8259021,9.167475979649653e-09,8.406248777986392e-10,2022237.3484521292,185431.9583379351,0.31212364978751844,0.9335326298461063
3256,NAGBUU_clean,3.7e-08,1.16e-08,6,2,3.340311606,0.074604115,1746.633164,4.797090312843266e-09,1.0076998990576602e-10,1058181.686656603,22228.674243918977,0.5834039946306118,0.9894100138624299
3257,NAGQET_clean,1.59e-08,4.75e-09,6,2,1.753137758,0.341202607,1168.197476,7.236305900714842e-10,1.2622080769563965e-10,159624.39486870976,27842.825226979337,0.7352284579500419,0.940103399643478
3258,NAGQOD_clean,4.35e-08,1.11e-08,6,2,0.74550489,0.176944702,1163.855059,8.387376498112138e-10,1.523941100736011e-10,185015.65804659127,33616.34781035318,0.7328803706245638,0.9374546614313565
3259,NAHFIO_clean,2.47e-08,4.5e-09,6,2,2.815730794,0.435736513,1101.33117,1.702133035935509e-09,1.4396706110220302e-10,375470.5226328329,31757.439949015374,0.7080750730499497,0.9678173645967797
3260,NAHHAI_clean,2.07e-08,6.13e-09,6,2,5.140674461,0.0650248,1679.39418,3.971280634695897e-09,4.462732794945469e-11,876017.7870652714,9844.263518262063,0.6207339922384076,0.9946801978453906
3261,NAHHOW_clean,9.26e-08,7.51e-09,6,2,13.34718672,1.852504201,762.7622993,2.094968166707853e-08,7.074521954847133e-10,4621253.308914382,156055.63135692204,0.048469027451636275,0.9204547975537587
3262,NAHNES_clean,9.86e-08,1.9e-08,6,2,6.981713141,0.502123759,578.7434308,8.853448727685805e-09,3.680943808284798e-10,1952966.631107163,81197.28988863525,0.3296757200730492,0.9689119666866086
3263,NAJQUN_clean,2.46e-08,3.07e-09,6,2,7.931719995,1.424238047,1229.306513,5.3302815601997185e-09,3.5833553861501765e-10,1175797.402985232,79044.60410625389,0.5640556580107734,0.9660069755578613
3264,NAJTEA_clean,4.91e-08,5.36e-09,6,2,9.431374627,1.708700872,1225.843338,1.2614758639006405e-08,7.484702501258207e-10,2782667.346839648,165103.73164540163,0.11390693311229473,0.9328909751470775
3265,NAKLIW_clean,2.74e-08,3.21e-09,6,2,11.6614408,0.790544418,1159.175477,8.230750665124776e-09,1.961052564045152e-10,1815606.7643657594,43258.51244217247,0.37146141176181496,0.983012370294238
3266,NALWOO_clean,3.35e-08,5.76e-09,6,2,5.893173905,0.456651318,1026.343466,4.502713062263295e-09,1.7997354104432188e-10,993245.5284404329,39700.04581860042,0.6005965903452324,0.9806987784045959
3267,NAMDUD_clean,2.49e-08,2.68e-09,6,2,10.33822469,2.531827272,771.4006593,4.412785382494506e-09,3.489455098646743e-10,973408.540256141,76973.27423485463,0.6105686393609193,0.9633738891800276
3268,NANPUN_clean,9.23e-08,2.02e-08,6,2,0.67604993,0.151561244,1180.410155,1.6368199001206512e-09,2.409246344496709e-10,361063.2132619084,53145.139952133286,0.7127724685630686,0.9461560774748472
3269,NANTII_clean,2.58e-07,3.73e-08,6,2,3.358674829,0.333171188,620.4174678,1.1947008386744863e-08,5.140069923431561e-10,2635369.4970760727,113383.89536981384,0.1425843448852384,0.953747868354337
3270,NANYUX03_clean,6.07e-08,9.53e-09,6,2,13.21102074,0.283334778,1041.437972,1.855863199787096e-08,1.8747136237154192e-10,4093815.8818832994,41353.976993722485,0.053112093934011756,0.9784738515627415
3271,NAPNEA_clean,6.49e-09,7.15e-10,6,2,1.470345173,2.085134983,972.3310886,2.0618907720441527e-10,9.664138140315388e-11,45482.88467744454,21317.951780107473,0.7474278857264961,0.8603984545911453
3272,NAPZOV_clean,7.62e-09,4.69e-09,6,2,5.152304922,0.096258477,1475.52724,1.2873340202293715e-09,4.440867353031994e-11,283970.739756479,9796.03092580587,0.7176012340401133,0.9868501651676079
3273,NAQLAT_clean,1.75e-08,2.07e-09,6,2,6.812912401,0.826275829,1242.320619,3.291486158801205e-09,1.4165693091002653e-10,726063.1232649717,31247.8524066235,0.6524868818625063,0.9811968401443516
3274,NASREH_clean,5.78e-08,6.35e-09,6,2,13.38987625,2.223210766,836.5439684,1.4387345075590288e-08,7.873210723698798e-10,3173679.0607919754,173673.76596394408,0.07322672938464055,0.9249529951060925
3275,NASRIL_clean,6.43e-08,5.58e-09,6,2,12.82568511,2.211760219,851.7894738,1.5610301858076906e-08,7.008309151983271e-10,3443448.9392816704,154595.05482316038,0.061418211469643144,0.92981587472079
3276,NASROR_clean,4.42e-08,5.11e-09,6,2,10.18307078,1.965385642,776.1694035,7.763276186922242e-09,5.196775299431247e-10,1712487.394174024,114634.74925215986,0.41238186928570425,0.9570983413600028
3277,NATFAS_clean,2.7e-08,1.65e-09,6,2,11.89668597,0.952723489,1348.093005,9.622703483303185e-09,1.412795858342104e-10,2122655.180140408,31164.614522252294,0.27397063167809815,0.9875146111330131
3278,NATHUO_clean,1.18e-08,1.21e-09,6,2,5.201952118,1.577431295,1076.164076,1.467960380770485e-09,1.3693770795766414e-10,323814.7898758423,30206.84734360238,0.7148965275564987,0.9651912898722798
3279,NATKIF_clean,1.59e-07,2.78e-08,6,2,4.741939595,1.34581401,345.4577619,5.788094099756379e-09,8.616552469350497e-10,1276785.4631815543,190071.01035331978,0.5553275057479824,0.9276629341065782
3280,NATKOL_clean,9.53e-08,1.84e-08,6,2,6.5899468,1.092096007,695.8346928,9.711098816912145e-09,9.321664351677808e-10,2142154.1507894434,205624.9489340693,0.27142280207004654,0.9263696916663949
3281,NAVJAW_clean,8.96e-08,2.89e-08,6,2,10.81859899,0.042264417,1175.246158,2.5316015867898666e-08,9.569964052743338e-11,5584415.264977647,21110.21482222795,0.04974197794100326,0.9876944882710577
3282,NAVJAW01_clean,7.87e-08,3.06e-08,6,2,10.28354712,0.036197132,1171.136093,2.1062626501081522e-08,8.647920620650197e-11,4646167.610532689,19076.295486728373,0.05076853798164733,0.9894591531211208
3283,NAVLIG_clean,3.35e-08,9.03e-09,6,2,2.156113995,0.23407236,1162.221525,1.8654900043107086e-09,1.637704489901285e-10,411505.14800971514,36125.83433605776,0.7035852000693676,0.9663118725944129
3284,NAWDUN_clean,6.53e-08,4.57e-09,6,2,9.487840517,2.237966747,842.6238728,1.1601170314168824e-08,5.745294952350163e-10,2559081.6869490054,126734.4474783124,0.157122068845116,0.9493573387370764
3285,NAWKII_clean,1.48e-08,4.36e-09,6,2,13.06231416,1.509125268,947.9392717,4.072394499086568e-09,4.1581584723271104e-10,898322.3159749781,91724.08394839213,0.6284837270458045,0.9548135693358637
3286,NAWWOA_clean,1.08e-08,1.69e-09,6,2,7.663089599,0.981255082,1115.021548,2.050682406513523e-09,1.2327091648463444e-10,452356.4132015124,27192.113930434065,0.6965158449331146,0.9762545026004014
3287,NAWWUG_clean,1.99e-08,3.6e-09,6,2,8.333131457,0.269321462,1112.003542,4.0978397056244194e-09,7.187674072334842e-11,903935.2291818572,15855.163394856268,0.6159447666612663,0.9916525768898665
3288,NAWXER_clean,9.69e-08,2.09e-08,6,2,11.19153144,1.341809001,665.0029495,1.6025971051320672e-08,1.2432810077073701e-09,3535140.6730854423,274253.16346486105,0.054063375295489484,0.8813069617489196
3289,NAXKOO_clean,3.56e-07,6.09e-08,6,2,9.869409362,0.181255325,1182.680736,9.234133948480494e-08,8.70330755570172e-10,20369413.121648148,191984.7254934203,0.044896467385995266,0.8881022847948936
3290,NAXLII_clean,2.57e-08,6.53e-09,6,2,2.175926863,0.214862604,1230.550165,1.5291997782115413e-09,1.1510179064090526e-10,337323.48048784,25390.10087667028,0.7124785514123798,0.9715195984045284
3291,NAYGUR_clean,6.12e-08,1.73e-08,6,2,1.413966754,0.310458699,745.8332172,1.4342333874835393e-09,2.670548065262739e-10,316375.01194489835,58909.148498442766,0.7194559497696692,0.9340376706582868
3292,NAYHAY_clean,7.06e-08,1.24e-08,6,2,7.104670381,0.342127019,1045.735033,1.1656221148938633e-08,2.957600131901027e-10,2571225.2534423457,65241.17938016972,0.15803187665696988,0.9729019294245878
3293,NAYMOQ_clean,1.29e-08,2.58e-09,6,2,3.234051952,0.038772129,1209.720596,1.1215257863956089e-09,8.067392196355849e-12,247395.39405785492,1779.5718080196725,0.7213245317136868,0.997246538415943
3294,NAYNIK_clean,2.73e-08,7.04e-09,6,2,0.223833818,0.044581883,1720.848286,2.3367831884617577e-10,3.600662299388706e-11,51546.68798077407,7942.637425122145,0.7452905158517185,0.9479183542558479
3295,NAYPIM_clean,1.55e-08,3.12e-09,6,2,1.859355921,0.474151233,1683.430497,1.0781443369761845e-09,1.6602573433104942e-10,237825.95668592304,36623.323749496194,0.7267756612376162,0.9455888591400756
3296,NAYZOE_clean,1.1e-07,2.39e-08,6,2,7.762598444,0.827884674,498.9134348,9.467002484302429e-09,6.581148395422984e-10,2088309.3715373003,145172.39107550698,0.2880534770997596,0.9462747194797836
